iterations,fitness,time,fevals
1850,703.0,0.00401073,1861
1860,707.0,0.004027385,1871
1870,707.0,0.004048326,1881
1880,707.0,0.004065221,1891
1890,709.0,0.004085411,1901
1900,709.0,0.004106025,1911
1910,709.0,0.004130517,1921
1920,709.0,0.00415222,1931
1930,709.0,0.004173151,1941
1940,709.0,0.004195456,1951
1950,711.0,0.004216322,1961
1960,711.0,0.00423997,1971
1970,711.0,0.004261064,1981
1980,711.0,0.004283799,1991
1990,711.0,0.004305946,2001
2000,711.0,0.004328599,2011
2010,711.0,0.004348839,2021
2020,713.0,0.00437271,2031
2030,715.0,0.004395723,2041
2040,715.0,0.004417566,2051
2050,715.0,0.004439305,2061
2060,717.0,0.004462043,2071
2070,717.0,0.004486005,2081
2080,717.0,0.004508538,2091
2090,717.0,0.004543291,2101
2100,717.0,0.00457383,2111
2110,717.0,0.004595672,2121
2120,719.0,0.004617558,2131
2130,719.0,0.004638923,2141
2140,721.0,0.004661836,2151
2150,723.0,0.004684731,2161
2160,725.0,0.004707121,2171
2170,725.0,0.00472756,2181
2180,727.0,0.004746548,2191
2190,727.0,0.004764582,2201
2200,727.0,0.004784768,2211
2210,727.0,0.004805555,2221
2220,727.0,0.004823901,2231
2230,731.0,0.004841376,2241
2240,731.0,0.004859928,2251
2250,731.0,0.004881726,2261
2260,731.0,0.004937438,2271
2270,731.0,0.004969067,2281
2280,731.0,0.004988053,2291
2290,731.0,0.005022232,2301
2300,731.0,0.00507683,2311
2310,731.0,0.005108375,2321
2320,733.0,0.005128292,2331
2330,733.0,0.00515968,2341
2340,733.0,0.005177921,2351
2350,733.0,0.005197218,2361
2360,733.0,0.005213727,2371
2370,733.0,0.00526581,2381
2380,733.0,0.00528373,2391
2390,733.0,0.005338984,2401
2400,733.0,0.005357592,2411
2410,735.0,0.005408545,2421
2420,735.0,0.005425674,2431
2430,735.0,0.00544324,2441
2440,735.0,0.005476471,2451
2450,735.0,0.005494276,2461
2460,737.0,0.005517641,2471
2470,739.0,0.005556535,2481
2480,739.0,0.005596609,2491
2490,739.0,0.005636022,2501
2500,739.0,0.005671534,2511
2510,739.0,0.005704814,2521
2520,739.0,0.005737887,2531
2530,739.0,0.005766421,2541
2540,739.0,0.005799408,2551
2550,739.0,0.005851463,2561
2560,739.0,0.005900693,2571
2570,739.0,0.005933722,2581
2580,739.0,0.005968403,2591
2590,739.0,0.005998124,2601
2600,741.0,0.00603232,2611
2610,741.0,0.006060827,2621
2620,741.0,0.006091383,2631
2630,741.0,0.006122705,2641
2640,741.0,0.006156648,2651
2650,741.0,0.006178453,2661
2660,741.0,0.006221104,2671
2670,743.0,0.006260736,2681
2680,745.0,0.006300658,2691
2690,745.0,0.006321518,2701
2700,745.0,0.006340909,2711
2710,745.0,0.006357808,2721
2720,745.0,0.006413389,2731
2730,745.0,0.006434373,2741
2740,747.0,0.006455053,2751
2750,747.0,0.006492807,2761
2760,749.0,0.00651547,2771
2770,749.0,0.006539544,2781
2780,749.0,0.006557443,2791
2790,753.0,0.006575048,2801
2800,753.0,0.006594344,2811
2810,753.0,0.006614591,2821
2820,753.0,0.006635464,2831
2830,753.0,0.006654761,2841
2840,753.0,0.006673215,2851
2850,755.0,0.006710279,2861
2860,757.0,0.00673076,2871
2870,757.0,0.006756464,2881
2880,757.0,0.006775227,2891
2890,759.0,0.006797871,2901
2900,759.0,0.006819396,2911
2910,759.0,0.00683767,2921
2920,759.0,0.006856645,2931
2930,761.0,0.00687334,2941
2940,761.0,0.006892924,2951
2950,763.0,0.006912099,2961
2960,763.0,0.006929459,2971
2970,763.0,0.006948267,2981
2980,763.0,0.00696874,2991
2990,763.0,0.006986405,3001
3000,763.0,0.007002978,3011
