episode,length,time,reward,delta
0,48.0,0.00286599999998316,0.0,-0.0006367527378357277
1,57.0,0.003565000000037344,0.0,-0.000623875178710237
2,57.0,0.0034420000000068285,0.0,-0.0006587142887296676
3,14.0,0.0010530000000130713,0.0,-0.0005928428598567008
4,52.0,0.003092999999978474,0.0,-0.0007417700241344345
5,65.0,0.0037379999999984648,0.0,-0.0005841676868714821
6,75.0,0.004505000000051496,0.0,-0.0005276559140666485
7,63.0,0.004187999999999192,0.0,-0.00016678939680171955
8,43.0,0.0031110000000467153,0.0,-0.0004545239124620355
9,20.0,0.002169999999978245,0.0,-0.0005891876050515906
10,25.0,0.0022490000000061627,0.0,-0.0007115519217302958
11,20.0,0.0012290000000234613,0.0,-0.0004207825648496076
12,104.0,0.006397999999990134,0.0,-0.00046921161449027223
13,20.0,0.001285999999993237,0.0,0.000108607849569319
14,28.0,0.0017760000000066611,0.0,-0.00012906615434083785
15,38.0,0.0025699999999915235,0.0,-0.0004090715212158319
16,10.0,0.0009360000000242508,0.0,-0.00011615953890675406
17,7.0,0.00048800000001847366,0.0,-0.0004912978814371592
18,12.0,0.0007550000000264845,0.0,-0.0003681643690942487
19,164.0,0.009473000000014054,0.0,-0.0003423854257244488
20,14.0,0.0011959999999930915,0.0,-0.0002911390791981825
21,35.0,0.0026649999999790452,0.0,-0.00026202517127836425
22,42.0,0.0028140000000007603,0.0,-0.0004589774815954065
23,32.0,0.0019379999999955544,0.0,-0.00047489032265998364
24,18.0,0.00112899999999172,0.0,-0.0006274280274502983
25,41.0,0.0024090000000001055,0.0,-0.0002358226541505278
26,13.0,0.0008139999999912106,0.0,-0.0005302688445464315
27,62.0,0.0036349999999742977,0.0,-0.00024048194265647224
28,16.0,0.0009609999999611318,0.0,-2.098084083416654e-05
29,39.0,0.002373999999974785,0.0,-0.0004647161537952157
30,83.0,0.004884000000004107,0.0,-0.00014847826267257798
31,19.0,0.0011230000000068685,0.0,-7.895380831220026e-06
32,31.0,0.0017840000000433065,0.0,-0.0007998909079329394
33,16.0,0.0010619999999903484,0.0,-0.00040012390221286275
34,8.0,0.0005130000000121981,0.0,-7.105842748098012e-06
35,43.0,0.002593000000047141,0.0,-0.00044216809329344323
36,30.0,0.0018709999999941829,0.0,-0.00039635601231609145
37,59.0,0.004457000000002154,0.0,-0.00011142842313188457
38,13.0,0.0008109999999987849,0.0,-0.00010028558081869612
39,33.0,0.0019059999999626598,0.0,-0.00041734424938110956
40,31.0,0.0017869999999788888,0.0,-0.0005309036832738986
41,20.0,0.0011770000000410619,0.0,2.0269120855293633e-05
42,22.0,0.002085999999962951,0.0,-0.0005038622399765613
43,34.0,0.0022780000000466316,0.0,-0.0004497972231648703
44,25.0,0.0014449999999897045,0.0,-7.707269076091347e-05
45,16.0,0.0011049999999954707,0.0,-0.0007199018171396454
46,7.0,0.0007039999999847169,0.0,-7.132961099415438e-05
47,45.0,0.002762000000018361,0.0,-0.0005230815687737215
48,85.0,0.004977999999994154,0.0,-6.936542168482212e-05
49,12.0,0.0008070000000088839,0.0,3.7641198172326816e-05
50,23.0,0.0014789999999607062,0.0,-0.0003178891093532902
51,89.0,0.005262000000016087,0.0,-9.995803320785826e-05
52,11.0,0.0006809999999859428,0.0,-0.00047781331494650876
53,31.0,0.0017659999999750653,0.0,-0.0003949685450282709
54,8.0,0.0006169999999769971,0.0,-6.0904289598968475e-05
55,18.0,0.0014919999999847278,0.0,-4.560065510826223e-05
56,10.0,0.0010969999999588254,0.0,-4.1040589597436005e-05
57,14.0,0.0008469999999647371,0.0,-3.6936530637692396e-05
58,13.0,0.000895000000014079,0.0,-0.0003756712080258761
59,37.0,0.0021330000000148175,0.0,-3.472234170624609e-05
60,77.0,0.005119999999976699,0.0,-0.000415133530233753
61,21.0,0.0012790000000109103,0.0,-0.000422290453041245
62,10.0,0.0006450000000199907,0.0,-2.6917497431985034e-05
63,28.0,0.0016519999999786705,0.0,-0.00014438362134640327
64,21.0,0.001495000000033997,0.0,-0.0003096021666767581
65,73.0,0.004388000000005832,0.0,-6.4698696302861665e-06
66,88.0,0.005583999999998923,0.0,-5.8228826672575485e-06
67,43.0,0.0025380000000154723,0.0,-0.0003736201772103777
68,10.0,0.0006399999999757711,0.0,-0.0002786419500090823
69,19.0,0.0012659999999868887,0.0,6.403239956795327e-05
70,37.0,0.002215999999975793,0.0,-2.9037119849272284e-06
71,21.0,0.0013730000000009568,0.0,-0.00040636411653485716
72,4.0,0.0003120000000080836,0.0,-2.6133407864345097e-06
73,34.0,0.0019209999999816318,0.0,-0.00025077775500817413
74,107.0,0.007404000000008182,0.0,-0.00040193113975260035
75,7.0,0.0006060000000047694,0.0,6.882977672973927e-05
76,32.0,0.0018990000000371765,0.0,-0.00035672041108448225
77,19.0,0.0011579999999753454,0.0,3.6416150644292937e-06
78,10.0,0.0006460000000174659,0.0,3.2774535579863643e-06
79,69.0,0.004709999999988668,0.0,7.130620107912023e-05
80,45.0,0.0025669999999990978,0.0,1.750882509884852e-05
81,14.0,0.0008469999999647371,0.0,-0.00041513648967378533
82,65.0,0.004183000000011816,0.0,7.474599120352348e-05
83,24.0,0.0015510000000062973,0.0,-0.0003786420341351782
84,59.0,0.004016000000035547,0.0,-0.00032104836997603396
85,30.0,0.0021689999999807696,0.0,3.3003586895731066e-05
86,11.0,0.0007099999999695683,0.0,-0.0003657277048813714
87,37.0,0.002230999999994765,0.0,-0.00030057256865531764
88,69.0,0.004289999999969041,0.0,-0.0003282392533638283
89,9.0,0.0006179999999744723,0.0,7.175214624183135e-05
90,6.0,0.00039599999996653423,0.0,-0.0002256999795073567
91,13.0,0.0008459999999672618,0.0,6.937279070838329e-05
92,6.0,0.00039600000002337765,0.0,3.798836116564587e-05
93,35.0,0.002674000000013166,0.0,6.744138030538519e-05
94,9.0,0.0007059999999796673,0.0,-0.0002889747813947682
95,35.0,0.0020060000000512446,0.0,6.069724227484667e-05
96,19.0,0.001090999999973974,0.0,-0.0001671911312532929
97,38.0,0.0026119999999991705,0.0,3.418952504908129e-05
98,25.0,0.0014810000000125,0.0,-0.00026007730325529137
99,9.0,0.0005670000000463915,0.0,-0.0006479116354256809
100,14.0,0.0009610000000179753,0.0,-0.0002142248948229235
101,8.0,0.0005740000000287182,0.0,6.319480098999867e-05
102,12.0,0.0008310000000051332,0.0,6.245204263760168e-05
103,25.0,0.0017579999999952634,0.0,4.2220020842369726e-05
104,5.0,0.00037299999996776023,0.0,5.620683837384151e-05
105,43.0,0.002533000000028096,0.0,-0.0005250714683701529
106,16.0,0.00098099999996748,0.0,6.615470374428774e-05
107,38.0,0.002422000000024127,0.0,-9.398715147990348e-05
108,36.0,0.002104000000031192,0.0,-0.0001821534703268365
109,38.0,0.002230999999994765,0.0,7.289121349701343e-05
110,35.0,0.002051999999991949,0.0,4.634148258961903e-05
111,30.0,0.0018709999999941829,0.0,-0.000150172211212143
112,5.0,0.00045599999998557905,0.0,-8.458843633191314e-05
113,20.0,0.0011680000000069413,0.0,-0.00015998510038407602
114,7.0,0.0004519999999956781,0.0,4.884139444671435e-05
115,29.0,0.0016489999999862448,0.0,-0.0005156967746758476
116,29.0,0.0018580000000270047,0.0,4.885972416320446e-05
117,7.0,0.00044700000000830187,0.0,4.3973751746884015e-05
118,16.0,0.0009400000000141517,0.0,-0.00027051531178978586
119,16.0,0.0009339999999724569,0.0,-4.005836482048669e-05
120,6.0,0.0003899999999816828,0.0,5.15761908803709e-05
121,20.0,0.0013190000000236068,0.0,5.1642707902175726e-05
122,40.0,0.002946000000008553,0.0,8.619899687832154e-05
123,33.0,0.001986999999985528,0.0,-7.516948802154425e-05
124,4.0,0.0002890000000093096,0.0,7.992367293089682e-05
125,32.0,0.0018539999999802603,0.0,-2.3675430292724594e-05
126,44.0,0.002606000000014319,0.0,-0.00030378818336667974
127,6.0,0.0004089999999905558,0.0,-6.765253921938984e-05
128,15.0,0.000918000000012853,0.0,-0.00016393812329415286
129,14.0,0.0008579999999938082,0.0,-0.0004081352754679188
130,72.0,0.004985999999973956,0.0,-0.000599801218060234
131,29.0,0.0017849999999839383,0.0,-2.130788726345214e-05
132,30.0,0.0017159999999876163,0.0,-0.0005398210962542106
133,18.0,0.001059999999995398,0.0,6.134796216541823e-05
134,4.0,0.0002870000000143591,0.0,7.193130563780715e-05
135,11.0,0.0009979999999814027,0.0,6.959892396021946e-05
136,8.0,0.0005229999999869506,0.0,5.9417343726613704e-05
137,5.0,0.0003540000000157306,0.0,6.263903156419751e-05
138,13.0,0.0008050000000139335,0.0,-0.0001383022168944026
139,15.0,0.0009159999999610591,0.0,5.347560935395233e-05
140,29.0,0.0017080000000078144,0.0,-0.0002434637806108073
141,16.0,0.0011180000000194923,0.0,6.051999847737101e-05
142,10.0,0.0006839999999783686,0.0,-5.307990920708669e-05
143,19.0,0.0011660000000119908,0.0,7.879318464897004e-05
144,10.0,0.0006429999999681968,0.0,-0.00021911740254972658
145,6.0,0.00042199999995773396,0.0,7.687098477263995e-05
146,40.0,0.002288000000021384,0.0,-0.000282166503664859
147,8.0,0.0005140000000096734,0.0,-0.00025161635060139077
148,5.0,0.0007029999999872416,0.0,8.477275795514294e-05
149,48.0,0.0027499999999918145,0.0,-0.00028894353297843054
150,9.0,0.0005669999999895481,0.0,6.343018609118557e-05
151,85.0,0.0057649999999966894,0.0,8.914562800732216e-05
152,7.0,0.0006030000000123437,0.0,6.906364131507311e-05
153,20.0,0.0018039999999928114,0.0,8.941364022994863e-05
154,37.0,0.00260299999996505,0.0,-0.00019720566229475392
155,7.0,0.0004870000000209984,0.0,8.376743380358629e-05
156,31.0,0.0018420000000105574,0.0,6.215727718356578e-05
157,22.0,0.001328000000000884,0.0,8.856605623492234e-05
158,44.0,0.002877000000012231,0.0,7.97094506114301e-05
159,4.0,0.0004199999999627835,0.0,7.17385055502871e-05
160,11.0,0.0006849999999758438,0.0,-0.0002815398983842108
161,34.0,0.0020190000000184227,0.0,-0.00048583898662878946
162,12.0,0.0011089999999853717,0.0,6.174830532674618e-05
163,14.0,0.0008550000000013824,0.0,8.151938833391795e-05
164,68.0,0.004281999999989239,0.0,-0.00029541532802744553
165,37.0,0.0022490000000061627,0.0,-0.00018314162292983077
166,49.0,0.0032429999999976644,0.0,-0.000265873795224701
167,36.0,0.0021039999999743486,0.0,-0.0002539498532983731
168,7.0,0.00046500000001969966,0.0,-0.00016810666819650296
169,15.0,0.0009130000000254768,0.0,6.746739440566126e-05
170,15.0,0.0009090000000355758,0.0,-0.0002227230606974027
171,54.0,0.0032730000000356085,0.0,9.313793745917859e-05
172,34.0,0.0020150000000285218,0.0,7.33922444206357e-05
173,40.0,0.0026070000000117943,0.0,-0.0002392864157022309
174,21.0,0.0015169999999784523,0.0,8.959658397635775e-05
175,43.0,0.0024650000000292493,0.0,-0.00011911480241218279
176,28.0,0.001813000000026932,0.0,-0.00015129600137685266
177,10.0,0.0010270000000218715,0.0,-0.0001501104571215476
178,17.0,0.0016899999999964166,0.0,9.160845372239838e-05
179,25.0,0.0015530000000012478,0.0,7.391216612783949e-05
180,14.0,0.0008389999999849351,0.0,-0.00020690044209832934
181,17.0,0.0010039999999662541,0.0,9.029215423559438e-05
182,10.0,0.0006549999999947431,0.0,8.126293881203494e-05
183,15.0,0.0014810000000125,0.0,-0.00014396907835598671
184,16.0,0.0009660000000053515,0.0,8.018471854735563e-05
185,39.0,0.002472000000011576,0.0,-0.00010112410184016761
186,32.0,0.0018460000000004584,0.0,1.0427517517802592e-05
187,16.0,0.0014419999999972788,0.0,7.566557985182603e-05
188,7.0,0.00046300000002474917,0.0,6.652094951505554e-05
189,29.0,0.001733999999999014,0.0,8.281015662636726e-06
190,12.0,0.0007459999999923639,0.0,9.38476576602232e-06
191,13.0,0.0008109999999987849,0.0,1.0496951373801627e-05
192,17.0,0.0010329999999498796,0.0,-0.0002004507546276624
193,9.0,0.000735999999960768,0.0,-0.00013509941140939284
194,10.0,0.000657000000046537,0.0,7.999238089189718e-05
195,13.0,0.0008369999999899846,0.0,-0.00018621039788849642
196,7.0,0.0004640000000222244,0.0,-0.0001361664012391674
197,22.0,0.0013180000000261316,0.0,7.926646247606594e-05
198,26.0,0.0014830000000074506,0.0,6.397352147806076e-05
199,14.0,0.001071000000024469,0.0,-0.00036732174792112693
200,14.0,0.0008499999999571628,0.0,6.192862400368211e-05
201,11.0,0.0006789999999909924,0.0,9.447256236421478e-06
202,92.0,0.005134999999995671,0.0,-0.0005649837896766038
203,7.0,0.0007060000000365108,0.0,6.038086267825741e-05
204,10.0,0.0006250000000136424,0.0,5.434277641043167e-05
205,28.0,0.0015940000000114196,0.0,5.5417590171348045e-05
206,29.0,0.001790000000028158,0.0,4.987583115421324e-05
207,26.0,0.0015550000000530417,0.0,9.483434654630684e-05
208,12.0,0.0009400000000141517,0.0,-0.00012158947026845358
209,49.0,0.0028300000000172076,0.0,2.671014323195629e-05
210,15.0,0.0009059999999863066,0.0,9.207480215735181e-05
211,17.0,0.0010189999999852262,0.0,-0.000152214388368797
212,11.0,0.0006900000000200635,0.0,-0.00012254976111525064
213,9.0,0.0005949999999756983,0.0,8.539299708552417e-05
214,13.0,0.000818000000037955,0.0,5.181736093295126e-05
215,8.0,0.0005310000000235959,0.0,2.403912890876065e-05
216,9.0,0.0005580000000122709,0.0,-0.00010943052324160822
217,5.0,0.0003379999999992833,0.0,4.6635624839656134e-05
218,38.0,0.0021679999999832944,0.0,7.685369737697175e-05
219,15.0,0.0008799999999951069,0.0,-0.00010769102622592567
220,11.0,0.0007180000000062137,0.0,1.824838583052804e-05
221,20.0,0.0011549999999829197,0.0,6.66866266074903e-05
222,24.0,0.0013600000000337786,0.0,8.075891395603786e-05
223,33.0,0.002387999999996282,0.0,7.025184419480571e-05
224,7.0,0.0005039999999780775,0.0,6.322665977532513e-05
225,58.0,0.0038049999999998363,0.0,-0.0002016684447022815
226,8.0,0.0005199999999945248,0.0,-5.6391744870754225e-05
227,8.0,0.000872000000015305,0.0,7.141980150135934e-05
228,10.0,0.0008070000000088839,0.0,8.584327923367599e-05
229,31.0,0.0020759999999881984,0.0,-0.00011865151833191377
230,44.0,0.0027949999999918873,0.0,2.522414458466969e-05
231,7.0,0.00047399999999697684,0.0,6.922310684007742e-05
232,7.0,0.0004680000000121254,0.0,-0.00011177220403171851
233,12.0,0.0007499999999822649,0.0,6.654544824302329e-05
234,13.0,0.0009170000000153777,0.0,-5.1327228883130946e-05
235,8.0,0.0005520000000274194,0.0,7.494106683878997e-05
236,8.0,0.0005339999999591782,0.0,5.989090341872096e-05
237,33.0,0.0020269999999982247,0.0,2.2701730126202727e-05
238,26.0,0.0016430000000013933,0.0,2.043155711358246e-05
239,10.0,0.0007619999999519678,0.0,6.744696015491097e-05
240,43.0,0.0028210000000399305,0.0,-0.00024873668413239163
241,48.0,0.0027389999999627435,0.0,-0.0002426587144776009
242,10.0,0.0006270000000085929,0.0,-0.00022386301571915244
243,6.0,0.0004040000000031796,0.0,7.520862043858839e-05
244,21.0,0.0013519999999971333,0.0,6.51662078055462e-05
245,11.0,0.0007150000000137879,0.0,-9.516238901608209e-05
246,72.0,0.00469199999997727,0.0,3.101494159723612e-05
247,8.0,0.0005209999999920001,0.0,8.891642947572003e-05
248,32.0,0.0025720000000433174,0.0,-0.0005084815230818394
249,33.0,0.0019530000000145264,0.0,8.002478652814802e-05
250,11.0,0.0006779999999935171,0.0,3.173494963632718e-05
251,5.0,0.00034299999998665953,0.0,7.202230787533323e-05
252,14.0,0.0008370000000468281,0.0,-8.001679800755159e-05
253,14.0,0.0010479999999688516,0.0,-7.850879772542813e-05
254,21.0,0.0012220000000411346,0.0,8.035907284226733e-05
255,11.0,0.0007049999999821921,0.0,-0.0003657548800411885
256,18.0,0.001262999999994463,0.0,-8.033222527422674e-05
257,26.0,0.0020690000000058717,0.0,-6.74628820775221e-05
258,30.0,0.001794000000018059,0.0,8.618426322373952e-05
259,31.0,0.0018249999999966349,0.0,8.354006367248748e-05
260,8.0,0.0005199999999945248,0.0,8.12438909957561e-05
261,57.0,0.003267999999991389,0.0,-0.00020147671414723722
262,7.0,0.0006619999999770698,0.0,7.518605730523871e-05
263,11.0,0.0007090000000289365,0.0,-0.0001813290427325135
264,24.0,0.0014229999999884058,0.0,8.094714304955627e-05
265,16.0,0.001076999999952477,0.0,7.698316680710473e-05
266,63.0,0.0047470000000089385,0.0,8.662173913442873e-05
267,22.0,0.0013160000000311811,0.0,-7.197290583998556e-05
268,22.0,0.0013100000000463297,0.0,-7.201511820679644e-05
269,39.0,0.002261000000032709,0.0,3.525215559527971e-05
270,25.0,0.0015859999999747743,0.0,5.2950111349059625e-05
271,12.0,0.0007659999999987122,0.0,-2.9516675906461056e-05
272,71.0,0.004465999999979431,0.0,-7.229900274680405e-05
273,46.0,0.002904000000000906,0.0,9.034853951838274e-05
274,6.0,0.0004659999999603315,0.0,8.131368556654446e-05
275,7.0,0.0005349999999566535,0.0,7.318231700989002e-05
276,7.0,0.0010770000000093205,0.0,6.586408530890101e-05
277,7.0,0.000504000000034921,0.0,4.765510021415367e-05
278,9.0,0.0006349999999883948,0.0,-0.00023205022584440438
279,14.0,0.0010220000000344953,0.0,9.826250097610906e-05
280,8.0,0.0005570000000147957,0.0,9.865680150933618e-05
281,28.0,0.001898999999980333,0.0,8.843625087849814e-05
282,35.0,0.0021210000000451146,0.0,8.308822869476662e-05
283,63.0,0.0039040000000341024,0.0,3.577251241925348e-05
284,6.0,0.00043799999997418126,0.0,7.870151669949214e-05
285,25.0,0.0014980000000264226,0.0,7.083136502954293e-05
286,23.0,0.001389999999958036,0.0,3.2195261177328136e-05
287,22.0,0.001485000000002401,0.0,5.608762224028913e-05
288,17.0,0.0012889999999856627,0.0,-6.709518704839383e-05
289,7.0,0.0004989999999907013,0.0,8.171388630388354e-05
290,7.0,0.0009160000000179025,0.0,6.374822852658863e-05
291,17.0,0.0012310000000184118,0.0,-0.00016638118728946972
292,18.0,0.0012639999999919382,0.0,6.292135748096286e-05
293,20.0,0.0015559999999936736,0.0,-6.681896506504594e-05
294,12.0,0.0009160000000179025,0.0,7.354249767349518e-05
295,7.0,0.0007489999999847896,0.0,6.304047988890416e-05
296,20.0,0.0018409999999562388,0.0,6.767147958605674e-05
297,18.0,0.0014060000000313266,0.0,-6.4775615255987e-05
298,4.0,0.0006149999999820466,0.0,7.532053743728432e-05
299,15.0,0.0016949999999837928,0.0,6.77884836935559e-05
300,4.0,0.00048300000003109744,0.0,6.623327473415651e-05
301,6.0,0.0005850000000009459,0.0,5.960994726074086e-05
302,10.0,0.0008980000000065047,0.0,5.364895253466677e-05
303,12.0,0.0010340000000041982,0.0,-1.985548961097556e-05
304,24.0,0.0018220000000042091,0.0,6.077677833199571e-05
305,22.0,0.001584999999977299,0.0,-0.00014974306856052277
306,6.0,0.0008940000000166037,0.0,6.631007524269785e-05
307,25.0,0.0022030000000086147,0.0,7.00057332446167e-05
308,12.0,0.0008540000000039072,0.0,7.079927030736609e-05
309,13.0,0.0008200000000329055,0.0,6.300515992015502e-05
310,16.0,0.0010010000000306718,0.0,5.670464392813952e-05
311,12.0,0.0007669999999961874,0.0,6.849425462377348e-05
312,19.0,0.0011489999999980682,0.0,9.233306438879817e-05
313,11.0,0.0008240000000228065,0.0,5.732088431631457e-05
314,18.0,0.001132999999981621,0.0,6.342738700823358e-05
315,15.0,0.000933000000031825,0.0,-6.0137068558541355e-05
316,5.0,0.00036399999999048305,0.0,7.733496186908175e-05
317,112.0,0.006710999999995693,0.0,8.309975794991835e-05
318,8.0,0.0006240000000161672,0.0,6.95509572552106e-05
319,12.0,0.0011620000000220898,0.0,7.400312727876357e-05
320,8.0,0.0005929999999807478,0.0,6.660281455088721e-05
321,26.0,0.0015629999999760003,0.0,7.478978215492651e-05
322,33.0,0.001943000000039774,0.0,-5.21347257800899e-05
323,12.0,0.0011140000000295913,0.0,-1.7869940649878005e-05
324,14.0,0.0009279999999876054,0.0,7.341002325933931e-05
325,41.0,0.0024520000000052278,0.0,7.961965542580826e-05
326,18.0,0.001125000000001819,0.0,-1.5827709650659304e-06
327,11.0,0.0006860000000301625,0.0,7.859920322777078e-05
328,33.0,0.0019520000000170512,0.0,7.531749697827197e-05
329,21.0,0.0012659999999868887,0.0,7.165768988322743e-05
330,11.0,0.0006960000000049149,0.0,-4.413554576892281e-05
331,17.0,0.0011859999999614956,0.0,8.569848511863132e-05
332,13.0,0.0008080000000063592,0.0,-0.0003240806540373088
333,15.0,0.0009309999999800311,0.0,-4.692125320208092e-05
334,5.0,0.0003560000000106811,0.0,7.71286366067682e-05
335,17.0,0.0010800000000017462,0.0,3.9003797813211795e-05
336,19.0,0.001331999999990785,0.0,7.79223099315294e-05
337,18.0,0.0010899999999764987,0.0,7.721524721506839e-05
338,4.0,0.00029699999998911153,0.0,7.013007893837646e-05
339,13.0,0.0008050000000139335,0.0,7.396544118345668e-05
340,13.0,0.0007790000000227337,0.0,-4.562465099641279e-05
341,8.0,0.0005360000000109721,0.0,6.311707104453882e-05
342,15.0,0.0008879999999749089,0.0,-4.195467260113821e-05
343,26.0,0.0014879999999948268,0.0,-0.00046946615861349396
344,17.0,0.0009970000000407708,0.0,-0.00025685730246745515
345,21.0,0.001205999999967844,0.0,8.690411469834641e-05
346,10.0,0.0006099999999946704,0.0,6.259868169326637e-05
347,25.0,0.0015460000000189211,0.0,-0.00010880095677688316
