,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.4253573417663574,0.13755268898943449,0.003162574768066406,0.00034026698010687726,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.6966398485565538,0.0,0.0,0.0,0.0,0.13966932039251448,0.2789116260526463,86,0.7268673582767989,0.0,0.0,0.0,0.0,0.1453734716553598,0.29074694331071954
1,0.47025184631347655,0.024672669815887123,0.003503751754760742,0.0003950521293447587,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5705400943756104,0.06830934082691609,0.003877544403076172,0.00030946252522338956,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.6664236409176957,0.0,0.0,0.0,0.0,0.13361127304638162,0.26681405278984704,108,0.6989046127963938,0.0,0.0,0.0,0.0,0.13978092255927876,0.2795618451185576
3,0.6966683864593506,0.13514038786992583,0.0038858890533447266,0.0005139312666133061,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.9204663753509521,0.3376065855682928,0.003955698013305664,9.384339416061824e-05,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.34931753461425114,0.0,0.0,0.0,0.0,0.07003467108844316,0.1398552233120684,157,0.4042564333733426,0.0,0.0,0.0,0.0,0.08085128667466852,0.16170257334933705
5,0.9301904201507568,0.16132171334750622,0.004179859161376953,0.00022511282756126007,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.0,0.0,0.3411074200932888,0.3165157395429061,0.0,0.13130981015193932,0.1612274671997033,114,0.0,0.0,0.3068552774755169,0.3471337579617835,0.0,0.13079780708746008,0.16069951806822846
6,0.9203768253326416,0.1912452426548818,0.004260921478271484,0.00023844979081895316,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.9531364917755127,0.1582372977372516,0.004227733612060547,0.00016739175386813843,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.0,0.44395174437561075,0.0,0.0,0.2243190587156662,0.13379841821167238,0.17793414229636195,107,0.0,0.5568755076181802,0.0,0.0,0.27805695142378567,0.16698649180839314,0.22271217164210966
8,0.9287166118621826,0.08033253100562321,0.004262256622314453,0.0003318577792733714,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.0,0.45504539390192256,0.0,0.14963101887715563,0.0,0.12110937388189998,0.17696840917381038,129,0.0,0.5170784539362329,0.0,0.16574585635359115,0.0,0.1365648620579648,0.2007944265555772
9,1.5472022533416747,0.15266215034894906,0.006093740463256836,0.0008075026728180349,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.0,0.4302206634517019,0.0,0.0,0.0,0.08625493905871197,0.17224616859542352,153,0.0,0.47288733603882327,0.0,0.0,0.0,0.09457746720776465,0.18915493441552927
10,2.1503063201904298,0.39746843786317687,0.006187009811401367,0.00041858023278898974,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.499952608132444,0.4107559614408924,0.5038849190251811,0.0,0.0,0.2832003401648925,0.23331179099603488,45,0.4786070041962404,0.5171730335330252,0.5177809388335703,0.0,0.0,0.3027121953125672,0.24757073564702922
11,2.748400020599365,0.4968763481892049,0.0076407909393310545,0.0022385549378659826,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",0.41333537550416033,0.39996603549290927,0.44538834951456263,0.5609597831259274,0.43906815991492426,0.45166988969340904,0.05705380415660204,8,0.3884540534397741,0.5048618476798802,0.43820224719101125,0.5956166738289642,0.4953316953316952,0.484493303494265,0.06963785064044664
12,2.4559124946594237,0.28761308923126777,0.006998682022094726,0.0007027142357044728,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 30}",0.2758517296952885,0.3087079420078413,0.4671115970171168,0.1911803009356653,0.5828137866133386,0.3650140786276315,0.14077108190091583,28,0.2538228941684645,0.3812701600264793,0.48344043499752837,0.20976491862567812,0.5598152424942261,0.3776227300624752,0.13259520823694446
