,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.36494131088256837,0.0464229777990749,0.002011013031005859,8.401965444942385e-05,relu,0.1,"(50, 50)",0.001,"{'NN__activation': 'relu', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'NN__learning_rate_init': 0.001}",0.5951612903225807,0.5522177419354839,0.5560483870967742,0.5818548387096775,0.49999999999999983,0.5570727581152217,0.0326915326104641,1,0.5798866730536506,0.5812985326744655,0.5789292557482855,0.5662275615167406,0.5,0.5612684045986284,0.031106791071172053
