,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.29103870391845704,0.003389992388330416,0.0019538402557373047,0.00012148768366794856,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.5,7.023100369226548e-17,155,0.5000000000000002,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,8.599750569898517e-17
1,0.3452578544616699,0.03210005561708752,0.0024439334869384766,0.0005848506319387075,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.5,7.023100369226548e-17,155,0.5000000000000002,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,8.599750569898517e-17
2,0.39919099807739256,0.010504878963955116,0.0024741649627685546,0.00038504087072675156,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.5,7.023100369226548e-17,155,0.5000000000000002,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,8.599750569898517e-17
3,0.6208939552307129,0.0747455625003635,0.0038073062896728516,0.0015447382793289518,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.4999999999999999,0.5,0.5000000000000001,0.5,0.4988452655889145,0.49976943032788046,0.00046161061604758794,279,0.5000000000000002,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.497983870967742,0.4995967741935485,0.0008064516129032695
4,0.8186312198638916,0.09733365991622572,0.005585336685180664,0.0046696999959704045,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.5,7.023100369226548e-17,155,0.5000000000000002,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,8.599750569898517e-17
5,0.6686055660247803,0.030668459100532116,0.002671623229980469,0.00036030752801900176,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.5,7.023100369226548e-17,155,0.5000000000000002,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,8.599750569898517e-17
6,0.760810661315918,0.3355929593446582,0.003232717514038086,0.00078963900821096,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.4999999999999999,0.5,0.5000000000000001,0.5,0.575738205212801,0.5151229001016985,0.03027671058469162,126,0.5000000000000002,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.5832373271889401,0.5166474654377881,0.03329493087557595
7,0.6167206287384033,0.018178250607100332,0.0031080245971679688,0.0005905654096334878,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.5,7.023100369226548e-17,155,0.5000000000000002,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,8.599750569898517e-17
8,0.658540916442871,0.02508174025192385,0.0031038761138916016,0.0003369168046264389,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.4999999999999999,0.5,0.5000000000000001,0.5,0.5089285714285714,0.501782797643353,0.003569239227653537,143,0.5000000000000002,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.49913594470046085,0.49982718894009226,0.00034562211981572496
9,0.7786073684692383,0.03274662063013681,0.00419764518737793,0.0007678068494016693,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.547811059907834,0.5,0.5089285714285715,0.5,0.5,0.511352559965226,0.018558985428111477,131,0.5632178880197614,0.5000000000000002,0.502232142857143,0.5000000000000001,0.5,0.5130900061753809,0.025078845743200486
10,0.8464167594909668,0.02130997573309505,0.004472780227661133,0.0006703085566724486,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.4999999999999999,0.5,0.5000000000000001,0.5,0.5,0.5,7.023100369226548e-17,155,0.5000000000000002,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,8.599750569898517e-17
11,1.038109016418457,0.08675580520783964,0.00349578857421875,0.0004163291852641125,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.5434907834101382,0.6068548387096775,0.5000000000000001,0.4988479262672811,0.5955955130320026,0.5489387687147108,0.04574872203908459,51,0.5518423219431866,0.5871217579250722,0.5000000000000001,0.5089285714285716,0.583453341013825,0.5462691984621311,0.03638079969132173
