1,3.835527053033459
2,2.72653007433509
3,2.369584677893026
4,1.9297068752627782
5,1.7740144124987243
6,1.4744189674398605
7,1.4201821642401644
8,1.3487195148509517
9,1.2760465988527625
10,1.265582215279417
11,1.1963523511961502
12,1.1804110458499075
13,1.1243052415902361
14,1.1118210144588103
15,1.0792038513736233
16,1.0737290200599896
17,1.0514163202109001
18,1.0232423783395008
19,1.0161869073503802
20,0.9861155319399675
21,0.9808958941132531
22,0.9599025751719419
23,0.914622300839849
24,0.9058909285441208
25,0.8596016533502463
26,0.8490239735641056
27,0.8109277025466193
28,0.7817916452305971
29,0.7604650052653424
30,0.6649930610272613
31,0.6069800278542639
32,0.5594623486751379
33,0.5218839652494051
34,0.5109625438960362
35,0.4678105633951879
36,0.4537427618142639
37,0.4040840233738438
38,0.19718988172054377
39,0.17101529565871096
40,0.11797299919760536
41,0.09377235330702652
42,0.07686829731994771
