,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.4458747386932373,0.0658791524247233,0.001993751525878906,0.00016808131734504992,relu,0.1,"(50, 50)",0.001,"{'NN__activation': 'relu', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'NN__learning_rate_init': 0.001}",0.580241935483871,0.5631048387096774,0.5701612903225807,0.5,0.5943457189014538,0.5615613897323254,0.03252659285012966,1,0.5724775615167406,0.5908241730536505,0.5980315903590157,0.510735805768455,0.574445564516129,0.569302939042798,0.03083871866464091
