,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_svd__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.3855571746826172,0.19209914168013545,0.002950429916381836,5.122127845148309e-05,0.1,"(50, 50)",1,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 1}",0.0,0.0,0.0,0.0,0.5048192495249434,0.10084842967074462,0.20184108307056622,1967,0.0,0.0,0.0,0.0,0.5016995241332427,0.10033990482664853,0.20067980965329707
1,0.3678592681884766,0.05161261770125772,0.002968120574951172,0.0002576467437986919,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 2}",0.5333333333333334,0.6044226044226046,0.668229777256741,0.6589595375722545,0.4603611144326199,0.5850969122028736,0.07869606149446169,1866,0.5794027985533813,0.612407548267003,0.6382088959940466,0.6211156162354166,0.5140535049102607,0.5930376727920217,0.04388259554987983
2,0.5318682670593262,0.05235649325464145,0.0031759262084960936,0.0007916951821357186,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 3}",0.5743073047858942,0.6459330143540671,0.6706302021403092,0.6588785046728974,0.5595584853594973,0.6218793082119195,0.04575717226294907,1504,0.6412429776089459,0.6371732861466384,0.6213645811776195,0.6181499915089231,0.603938730853392,0.6243739134591038,0.013518722127753078
3,0.6484766006469727,0.13442510728959048,0.003240156173706055,0.00045988241752080195,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 4}",0.5820895522388061,0.6509433962264154,0.6642857142857144,0.6853303471444572,0.6246281975014875,0.6414602506374149,0.035623372108753715,1139,0.6549505256375115,0.6500844379902945,0.6172967589326417,0.6431655457125816,0.6509015666568139,0.6432797669859687,0.013533157349271603
4,0.42211594581604006,0.02014789362884439,0.0030264854431152344,0.0001840501249406757,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 5}",0.5161290322580645,0.6096654275092939,0.46153846153846156,0.6486486486486489,0.6221376440327069,0.5716094061580423,0.0708994033139706,1917,0.5814200520015903,0.6007865228250996,0.42106648245007744,0.597993647481808,0.6248477466504266,0.5652228902818004,0.07339923153662992
5,0.5365949630737304,0.11555339352803772,0.002950572967529297,0.00015898894993664748,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 6}",0.5321336760925449,0.6330935251798563,0.578125,0.6889632107023415,0.5176318343578129,0.5900101287792029,0.06383695943051275,1836,0.6476670584111609,0.629049717976469,0.5438729837006963,0.645003255476874,0.5410981697171381,0.6013382370564676,0.04848100814306374
6,0.9885469436645508,0.2209084571996205,0.003242826461791992,6.084853191302624e-05,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 7}",0.6044226044226045,0.6418269230769232,0.6651108518086349,0.6912442396313366,0.6494300919601168,0.6504072213597517,0.02854534215344336,957,0.6723981444130638,0.6533858428805179,0.6819483246282192,0.647439369628087,0.6694069289489141,0.6649157220997605,0.012685646550755306
7,0.5251888751983642,0.08779210570847452,0.0038227558135986326,0.0002751152636396845,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 8}",0.5193075898801598,0.47390691114245415,0.4366812227074235,0.696730552423901,0.6279205607476637,0.5508873578937907,0.09713461322521412,1944,0.597944210856004,0.46580807674134506,0.41182005804068866,0.6588443657294605,0.653696498054475,0.5576226418843946,0.10078706263186414
8,0.9044023990631104,0.6176858955762415,0.0035822391510009766,0.00046443011472393163,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 9}",0.6137184115523466,0.5220883534136547,0.5527369826435247,0.6857142857142859,0.6845526206610429,0.6117413275703737,0.0667762784937456,1648,0.7226302282904205,0.520171145595667,0.5277854226870281,0.6403812309894841,0.6822566501023096,0.6186449355329818,0.081589700648666
9,0.6770031929016114,0.1891269976821594,0.0033795833587646484,0.00021219923244580568,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 10}",0.587360594795539,0.64922711058264,0.40828402366863903,0.6758620689655175,0.6321493076459965,0.5905647398265752,0.09559633386552285,1833,0.688598894257104,0.6583613294502906,0.38322864464046535,0.6598168020169456,0.638956310679612,0.6057923962088835,0.1124041938891018
10,0.6831533432006835,0.17116308125225993,0.0038163185119628905,0.00022330276481925248,0.1,"(50, 50)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 11}",0.5796737766624843,0.5135869565217391,0.6760563380281692,0.7003367003367006,0.5569875602375883,0.6053420819349641,0.07133643929296314,1729,0.6739818249820514,0.5049823754699343,0.6746401381074743,0.6723713315510375,0.5699414443721537,0.6191834228965303,0.06981964973054675
11,0.6847535610198975,0.11925582631639497,0.004618453979492188,0.0013693030421739047,0.1,"(50, 50)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'svd__n_components': 12}",0.5525291828793774,0.689095127610209,0.6060606060606061,0.6705471478463332,0.6730635792311813,0.6382491817548338,0.051432637968317874,1193,0.6158507817743198,0.6696507242801194,0.5798199234081808,0.6758807139507236,0.6613475177304968,0.6405099322287681,0.03694816315413327
