,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.6569169521331787,0.048555591730093765,0.10604209899902343,0.0011486664046804651,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
1,0.6898422241210938,0.07982579873753795,0.10847616195678711,0.005614609015782358,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 3}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
2,0.6629441261291504,0.022171859904893947,0.11986846923828125,0.014590898962543154,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 4}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
3,0.6788438320159912,0.017429557291822537,0.10552396774291992,0.0013939920688075345,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 5}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
4,0.711251974105835,0.024112089309280514,0.11334347724914551,0.01602209171879735,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 6}",0.5,0.5,0.499271137026239,0.49999999999999994,0.49999999999999983,0.4998541857440318,0.00029157643076585646,209,0.4998177178271967,0.49981771782719664,0.5000000000000001,0.49981771782719664,0.49999999999999994,0.499890630696318,8.929966251481714e-05
5,0.7386817455291748,0.04893539054568058,0.10596399307250977,0.0017194619551193701,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 7}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
6,0.7355363845825196,0.031285737925856226,0.10799202919006348,0.0051821190613426495,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 8}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
7,0.7563529014587402,0.03279395294189032,0.1069343090057373,0.0009363940488919144,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 9}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
8,0.8069445610046386,0.06446479250625926,0.10702061653137207,0.001562184647091305,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 10}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
9,0.7715063095092773,0.058279785360140675,0.11364192962646484,0.014152864046976816,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 15}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
10,0.773891544342041,0.09367767618623282,0.10698294639587402,0.001428749692361033,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 20}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
11,0.7797783851623535,0.034145868611317194,0.10695343017578125,0.0018321517449367177,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 25}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.5,8.22999684229309e-17,9,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5000000000000001,7.447602459741819e-17
