,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
170,1.0260453701019288,0.11759157210136069,0.10852704048156739,0.0015265846676630285,0.01,"(25, 25)",60,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'filter__n': 60}",0.6574394463667821,0.6928406466512704,0.6531100478468901,0.6425992779783396,0.7458601341179694,0.6783506221602623,0.03772410300662145,145,0.7605638118223178,0.6984871960728211,0.7262585702834198,0.6728521127658268,0.7655343827671923,0.7247392147423155,0.03558481633260104
171,1.0997023582458496,0.09628370977857985,0.10879549980163575,0.00302379069422333,0.01,"(100, 25, 100)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 2}",0.0,0.0,0.6175438596491231,0.6497237569060779,0.0,0.2535259592994114,0.31059747459317233,361,0.0,0.0,0.6423253198848184,0.6733656583514178,0.0,0.2631381956472473,0.32242660447603505
172,1.384974718093872,0.20814722627204,0.10852913856506348,0.0012719765611490688,0.01,"(100, 25, 100)",3,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 3}",0.6438356164383564,0.6283783783783787,0.620446533490012,0.6132404181184672,0.6433433655846651,0.629845005727731,0.012199096818605452,284,0.6326528085575209,0.6654453300594445,0.6292705155473713,0.6110151757299267,0.6202049780380685,0.6317177615864664,0.01846918215456781
173,1.7790419578552246,0.28663672475647706,0.11021189689636231,0.004266118327749444,0.01,"(100, 25, 100)",4,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 4}",0.652920962199313,0.649202733485194,0.6064981949458486,0.6283084004602996,0.6155778894472365,0.6305059012538087,0.01820003215375573,283,0.6600853567074823,0.6792827198277772,0.6068312383207194,0.6761701007095355,0.6050724637681166,0.6454883758667262,0.032937267666782906
174,1.6207884311676026,0.2329940107481962,0.11020121574401856,0.002394941324585537,0.01,"(100, 25, 100)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 5}",0.6589595375722545,0.702702702702703,0.6930917327293321,0.6998867497168745,0.7452842632898038,0.6999720508557838,0.027525168673069318,48,0.7136267531059571,0.6945371650879255,0.6991625509984907,0.710513914230814,0.7057832678270645,0.7047247302500503,0.007051318824889268
175,1.627138376235962,0.1780089273833902,0.10902228355407714,0.0024069734409167555,0.01,"(100, 25, 100)",6,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 6}",0.6896551724137931,0.7409040793825803,0.6938775510204085,0.7307262569832403,0.7416551643694476,0.7193572740080765,0.022900587541182602,3,0.7437793542132707,0.7304150161292952,0.7292215565954054,0.7588430447175296,0.6982385215131397,0.7320994986337281,0.020046556246597985
176,1.6402079582214355,0.3296261231960795,0.10914745330810546,0.002213396451365828,0.01,"(100, 25, 100)",7,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 7}",0.6705471478463332,0.7202718006795019,0.7078651685393261,0.7352297592997814,0.7328539823008852,0.7133479985949639,0.023534892660893415,12,0.7332417084993512,0.7023754787382819,0.7269593466806846,0.7757450531745963,0.6983578219533283,0.7273358818092485,0.027717208064141654
177,1.5670553684234618,0.24670784250192596,0.11008992195129394,0.0041923557459154935,0.01,"(100, 25, 100)",8,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 8}",0.6127023661270237,0.6722891566265062,0.6807017543859651,0.721854304635762,0.6708333333333334,0.6716764239047385,0.03487130102865456,185,0.6926127244378024,0.6826235575514051,0.6873173169635809,0.7624501986248884,0.6646652656859807,0.6979338126527315,0.03359936948207131
178,1.6472708225250243,0.36035071150774384,0.1096158504486084,0.0021043642243391957,0.01,"(100, 25, 100)",9,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 9}",0.682926829268293,0.7442371020856204,0.69364161849711,0.7070707070707074,0.7299270072992704,0.7115554038146331,0.022656000611441747,17,0.7305773125069442,0.7479646935914851,0.7164284147751216,0.7036583484398441,0.699513033514753,0.7196283605656296,0.01784788301557952
179,1.6437540531158448,0.3104855060697309,0.11062502861022949,0.0032497303595416804,0.01,"(100, 25, 100)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'filter__n': 10}",0.663529411764706,0.7216035634743877,0.7213483146067419,0.7186440677966105,0.7348652746996388,0.7119915911302542,0.02488420836766656,15,0.7316705189405075,0.7136946503101511,0.7357026719843539,0.7539973630303447,0.7199322416713728,0.730999489187346,0.01395287659800425
