iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.389794072525,0.391045859,0.390776746099,0.2204,0.217578125,0.218421842184,0.358617852735,0.355326681687,0.3549319026,0.073275923
10,0.389661371246,0.390971018053,0.390662079254,0.22065,0.21796875,0.218621862186,0.358955377339,0.355855855856,0.355203433193,0.735507946
20,0.383649253345,0.384375,0.385237903687,0.2327,0.23125,0.229522952295,0.377090436759,0.375238095238,0.372740595994,1.39115791
30,0.383649253345,0.384375,0.385237903687,0.2327,0.23125,0.229522952295,0.377090436759,0.375238095238,0.372740595994,2.070658575
40,0.383649253345,0.384375,0.385237903687,0.2327,0.23125,0.229522952295,0.377090436759,0.375238095238,0.372740595994,2.731886015
50,0.382825103466,0.38359375,0.384737873964,0.23435,0.2328125,0.230523052305,0.379311742532,0.377298668358,0.374268054652,3.397241812
60,0.379175,0.3802734375,0.380238023802,0.24165,0.239453125,0.239523952395,0.389240124029,0.386385124488,0.386477327739,4.072726539
70,0.379175,0.3802734375,0.380238023802,0.24165,0.239453125,0.239523952395,0.389240124029,0.386385124488,0.386477327739,4.732281819
80,0.379175,0.3802734375,0.380238023802,0.24165,0.239453125,0.239523952395,0.389240124029,0.386385124488,0.386477327739,5.501440851
90,0.379175,0.3802734375,0.380238023802,0.24165,0.239453125,0.239523952395,0.389240124029,0.386385124488,0.386477327739,6.252262282
100,0.379175,0.3802734375,0.380238023802,0.24165,0.239453125,0.239523952395,0.389240124029,0.386385124488,0.386477327739,7.018433739
110,0.379175,0.3802734375,0.380238023802,0.24165,0.239453125,0.239523952395,0.389240124029,0.386385124488,0.386477327739,7.784154324
120,0.379175,0.3802734375,0.380238023802,0.24165,0.239453125,0.239523952395,0.389240124029,0.386385124488,0.386477327739,8.554712984
130,0.379175,0.3802734375,0.380238023802,0.24165,0.239453125,0.239523952395,0.389240124029,0.386385124488,0.386477327739,9.314857509
140,0.12005,0.11816406323,0.118411841184,0.7599,0.763671875,0.763176317632,0.013152486642,0.0257648953301,0.0222956234517,10.070558683
150,0.12005,0.11816406323,0.118411841184,0.7599,0.763671875,0.763176317632,0.013152486642,0.0257648953301,0.0222956234517,10.813938954
160,0.118518674242,0.1173828125,0.117124856404,0.76295,0.765234375,0.765676567657,0.0381416108744,0.0384,0.0440636474908,11.582825016
170,0.116174432409,0.1154296875,0.114661465713,0.76765,0.769140625,0.770677067707,0.0774270399047,0.0722135007849,0.0860900757274,12.329180951
180,0.116174436572,0.1154296875,0.114661465713,0.76765,0.769140625,0.770677067707,0.0774270399047,0.0722135007849,0.0860900757274,13.020624179
190,0.116174180241,0.1154296875,0.114661464554,0.76765,0.769140625,0.770677067707,0.0774270399047,0.0722135007849,0.0860900757274,13.722662823
200,0.116174180241,0.1154296875,0.114661464554,0.76765,0.769140625,0.770677067707,0.0774270399047,0.0722135007849,0.0860900757274,14.424558516
210,0.116174180241,0.1154296875,0.114661464554,0.76765,0.769140625,0.770677067707,0.0774270399047,0.0722135007849,0.0860900757274,15.206308777
220,0.115925,0.115234374997,0.11446144586,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,16.044447378
230,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,16.759506208
240,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,17.496784282
250,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,18.23322959
260,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,18.983622845
270,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,19.79537164
280,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,20.569355487
290,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,21.360382681
300,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,22.141597665
310,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,22.925825348
320,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,23.70860238
330,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,24.493047748
340,0.115925,0.115234374997,0.114461445855,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,25.300514873
350,0.115925,0.115234374997,0.114461445835,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,26.103932089
360,0.115925,0.115234374997,0.114461445835,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,26.906652762
370,0.115925,0.115234374997,0.114461445835,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,27.716077094
380,0.115925,0.115234374997,0.114461445835,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,28.483378085
390,0.115925,0.115234374997,0.114461445835,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,29.272096002
400,0.115925,0.115234374997,0.114461445835,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,30.067560669
410,0.115925,0.115234374997,0.114461445835,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,30.854220919
420,0.115925,0.115234374997,0.114461445816,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,31.639723919
430,0.115925,0.115234374997,0.114461445816,0.76815,0.76953125,0.771077107711,0.0816003168944,0.0752351097179,0.0891364902507,32.425880835
440,0.115897022718,0.11484375,0.114411441144,0.7682,0.7703125,0.771177117712,0.0823436262866,0.08125,0.0906200317965,33.19443138
450,0.115897022718,0.11484375,0.114411441144,0.7682,0.7703125,0.771177117712,0.0823436262866,0.08125,0.0906200317965,33.953194558
460,0.115897022718,0.11484375,0.114411441144,0.7682,0.7703125,0.771177117712,0.0823436262866,0.08125,0.0906200317965,34.747643311
470,0.115896984863,0.11484375,0.114411441144,0.7682,0.7703125,0.771177117712,0.0823436262866,0.08125,0.0906200317965,35.519868315
480,0.115876474129,0.11484375,0.114411441144,0.76825,0.7703125,0.771177117712,0.0827231347714,0.08125,0.0906200317965,36.286121164
490,0.115876474129,0.11484375,0.114411441144,0.76825,0.7703125,0.771177117712,0.0827231347714,0.08125,0.0906200317965,37.052135496
500,0.115876474129,0.11484375,0.114411441144,0.76825,0.7703125,0.771177117712,0.0827231347714,0.08125,0.0906200317965,37.836103435
510,0.115876269372,0.11484375,0.114411441144,0.76825,0.7703125,0.771177117712,0.0827231347714,0.08125,0.0906200317965,38.614382894
520,0.115876269372,0.11484375,0.114411441144,0.76825,0.7703125,0.771177117712,0.0827231347714,0.08125,0.0906200317965,39.395871011
