steps,time,reward,delta,converged
1,0.005136999999990621,0.6666666666666666,0.3333333333333333,False
2,0.005313000000001011,1.3866666666666665,0.19999999999999998,False
3,0.005043000000000575,2.1294666666666666,0.12299999999999997,False
4,0.005278000000004113,2.8830186666666657,0.08459999999999998,False
5,0.0067239999999912925,3.6346889466666665,0.06525899999999996,False
6,0.006175000000013142,4.374580368666667,0.05030909999999997,False
7,0.006397999999990134,5.094236378118666,0.039665861999999996,False
8,0.005354000000011183,5.787113489050026,0.03170501190000001,False
9,0.005714999999980819,6.448265541942575,0.025572658796999992,False
10,0.005265999999977566,7.074233649474875,0.020905331292990006,False
11,0.005147000000022217,7.662814781599253,0.017188703101287006,False
12,0.004949000000010528,8.212869903251109,0.014220110954495338,False
13,0.005033999999994876,8.72412780732569,0.01176482760401272,False
14,0.004984000000007427,9.197012744213959,0.009760099965698987,False
15,0.005076000000002523,9.632489662114649,0.008139793778383017,False
16,0.005046999999990476,10.031931249723213,0.006759656987314261,False
17,0.005054000000001224,10.397004648904156,0.005674588599028987,False
18,0.0050719999999842,10.729577030977016,0.004722130040570149,False
19,0.005363999999985936,11.031637995073472,0.003994959797620046,False
20,0.005140999999980522,11.305236939521402,0.0033416259973529927,False
21,0.005188000000003967,11.552433403020784,0.0028191378367452974,False
22,0.004918000000003531,11.77525850206123,0.0023704908468411834,False
23,0.005055000000027121,11.975685645210698,0.001994022902386483,False
24,0.004972999999978356,12.155608762530296,0.0016850850972690776,False
25,0.005007000000006201,12.316826347681683,0.001415198148196118,False
26,0.0049550000000238015,12.461029828814493,0.0012000582975348513,False
27,0.00494399999999473,12.589795253455295,0.0010082313488412684,False
28,0.0059449999999969805,12.70457792768028,0.0008571155523352317,False
29,0.006112999999999147,12.806710253448054,0.0007214001910950431,False
30,0.005163000000010243,12.89740337103657,0.0006131208353720805,False
31,0.005290999999999713,12.977752700444013,0.0005176732855799622,False
32,0.004932999999994081,13.04874778131271,0.00043902405332175813,False
33,0.0048929999999813845,13.111283632505774,0.00037189069664302337,False
34,0.004897999999997182,13.166174628391675,0.00031467587619888725,False
35,0.005294999999989614,13.214167183365328,0.00026736004047421547,False
36,0.004863999999997759,13.25594787734651,0.0002258287476676205,False
37,0.004938000000009879,13.292158377417296,0.0001923497516659869,False
38,0.00488099999998326,13.32339182236884,0.00016237074277346275,False
39,0.005100999999996247,13.350200195705808,0.00013848129927381296,False
40,0.00485499999999206,13.3731039709474,0.00011713664472580475,False
41,0.004878000000019256,13.392577305673528,0.00010069606213574853,False
42,0.004829999999998336,13.409057564113548,9.003559558729978e-05,False
43,0.004839999999973088,13.422947813606326,7.922159120083848e-05,False
44,0.005104999999986148,13.434609097895413,6.878515598284255e-05,False
45,0.004965999999996029,13.444363879203756,5.8995362371446706e-05,False
46,0.004853999999994585,13.452494628267841,5.033876853657209e-05,False
47,0.004850000000004684,13.459249539117355,4.270792149369657e-05,False
48,0.005020999999999276,13.464848869053617,3.61752247954681e-05,False
49,0.004948000000013053,13.469478987857535,3.114704207572987e-05,False
50,0.004917000000006055,13.473297159856731,2.688479336620034e-05,False
51,0.004964000000001079,13.476437389767346,2.3118201785776488e-05,False
52,0.004918000000003531,13.479014534223495,1.9835384606682496e-05,False
53,0.005351999999987811,13.481124570703665,1.7063919668265637e-05,False
54,0.005294999999989614,13.482847996805596,1.4680301218020187e-05,False
55,0.0049270000000092296,13.484252118764056,1.263116160814113e-05,False
56,0.005010999999996102,13.485393198457599,1.0907162139083026e-05,False
57,0.004959999999982756,13.48631874048894,9.380099582142034e-06,True
