steps,time,reward,delta,converged
1,0.0010430000000098971,0.6666666666666666,0.3333333333333333,False
2,0.0009700000000236741,1.2059259259259258,0.15555555555555553,False
3,0.0008880000000033306,1.6159934156378597,0.06593827160493823,False
4,0.0008039999999880365,1.9192436835848188,0.03472345679012343,False
5,0.0008009999999956108,2.1382601931128384,0.018509766803840862,False
6,0.0008310000000051332,2.2936242718896502,0.01054145491540924,False
7,0.0007940000000132841,2.402155512992252,0.005885259278565258,False
8,0.0011489999999980682,2.476988575290339,0.0033627338712690566,False
9,0.0008130000000221571,2.527895775578985,0.001972332742953364,False
10,0.000805999999982987,2.5619710155454642,0.00112787802948727,False
11,0.0008080000000063592,2.5843503668909147,0.0006657806943961269,False
12,0.0008020000000215077,2.5987372851884736,0.00039263985756305287,False
13,0.0012310000000184118,2.6078022683352624,0.00022799354581561114,False
14,0.0011220000000093933,2.613399029227396,0.00015146072381554067,False
15,0.0007930000000158088,2.616790674127622,0.00010113160697222939,False
16,0.0007889999999974862,2.6188075004712212,6.539467488560289e-05,False
17,0.0007939999999848624,2.6199870321746346,4.126920125537318e-05,False
18,0.0010550000000080217,2.620667636768765,2.6173282105538306e-05,False
19,0.0012089999999886913,2.621054116583182,1.653715254805796e-05,False
20,0.0009769999999775791,2.6212702993874695,1.1396885388333054e-05,False
21,0.0008339999999975589,2.621389549207948,7.634261797423938e-06,True
