params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",2.1448430000000087,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1}",2.162621999999999,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2}",1.4924800000000005,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3}",1.4241770000000145,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4}",1.392074000000008,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5}",1.5347739999999988,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6}",1.3848969999999952,100,0.0003333333333333333,0.0,0.0,0.03333333333333333,0.0033166247903554003
"{""discount_factor"": 0.7}",1.3967049999999972,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8}",1.4873569999999745,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9}",1.4593790000000126,100,0.0015,0.0,0.0,0.06666666666666667,0.008810521179062676
