,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.25405635833740237,0.0033733353900054536,0.0031812191009521484,0.00029347268209747065,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3263570785522461,0.08353768610157904,0.004819154739379883,0.0016125132317795958,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.0,0.0,0.0,0.7198714388684717,0.0,0.14373913172996433,0.2877720583893964,141,0.0,0.0,0.0,0.6836847946725874,0.0,0.13673695893451748,0.27347391786903497
2,0.3488114356994629,0.005548206669766014,0.003938198089599609,0.0003727866426472409,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.38265323638916016,0.02500923984897608,0.0036709785461425783,0.00036496997097430447,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.511229133605957,0.1620786842438736,0.004240608215332032,0.0007076018192946446,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.0,0.0,0.0,0.0,0.6297480695733546,0.12574389792624352,0.2517448095075552,160,0.0,0.0,0.0,0.0,0.7010622154779976,0.14021244309559952,0.28042488619119904
5,0.5122218132019043,0.12168756236616128,0.004150485992431641,0.0003004679770190332,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.0,0.0,0.0,0.0,0.6426989441153731,0.12832984225088503,0.2569219836857079,154,0.0,0.0,0.0,0.0,0.6986767485822314,0.13973534971644627,0.27947069943289254
6,0.689131784439087,0.10600645030865861,0.004499673843383789,0.00021199350988639713,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.5999141999141996,0.6362588506504195,0.578253437383871,0.0,0.5445186295438365,0.4720279740934572,0.23765144048991524,55,0.6018859873164165,0.6031824750569237,0.5564738292011017,0.0,0.5895489057615003,0.47021823946718844,0.2357120748607768
7,0.9461662769317627,0.20445447970001668,0.004240798950195313,0.0002505996533165686,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.6377557237438899,0.6730547493141422,0.5485716028857731,0.44175471445766973,0.4155316527356886,0.5435167372969331,0.1024123873528659,15,0.6661922014468967,0.62643058027737,0.5347091932457784,0.45722713864306774,0.49069539666993134,0.5550509020566088,0.07946364171414341
8,0.8149064064025879,0.18608951010995886,0.004685831069946289,0.00045926073766545825,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.59250740346741,0.57539958304378,0.4408555507357598,0.0,0.4734262125902987,0.41671135673476395,0.21604705782324762,75,0.6184962253052692,0.512191154972538,0.4647467725918568,0.0,0.5400565504241279,0.4270981406587584,0.2193006573034753
9,1.2223633766174316,0.1605944257152995,0.006056022644042969,0.0007465770328487648,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.5795275590551178,0.4320697752432064,0.6322136089577937,0.5946646633376041,0.558240215292809,0.5592557090939609,0.06810988909262275,3,0.5920038658618852,0.4216700314793344,0.6173052087817478,0.5965684117905847,0.6042216358839049,0.5663538307594914,0.07284814420297435
10,1.5906017780303956,0.19558357789583736,0.005852460861206055,0.0006309385958669204,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.499952608132444,0.5086225852049626,0.5875189388525187,0.4652591545175283,0.47959330029163755,0.508182944642397,0.042444064078919076,28,0.528160318278934,0.4825094432583322,0.6217484008528785,0.5305738476011286,0.49975786924939447,0.5325499758481336,0.048080994908185064
11,1.621015453338623,0.148716579296384,0.007147216796875,0.0011203928121671914,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",0.5290186422792821,0.5300156283516682,0.5735926181960256,0.5344011649071705,0.467903359469624,0.5269904163323421,0.033828755655167485,19,0.5113408752341457,0.5542647009134203,0.5661933119560235,0.5970809376382129,0.5062680810028928,0.5470295813489391,0.03423424439621209
12,1.8000666141510009,0.5777529326041873,0.006646966934204102,0.0004167210468509043,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 30}",0.0,0.47615196752333,0.5361744455323969,0.0,0.0,0.20252344627166072,0.24868088391902815,117,0.0,0.4938986134167441,0.5598152424942261,0.0,0.0,0.21074277118219403,0.2589464686131474
