steps,time,reward,delta,converged
1,0.028775999999652413,0.0,0,False
2,0.027686000000358035,0.0,0,False
3,0.02828700000009121,0.0,0,False
4,0.02921799999967334,0.0,0,False
5,0.027844000000186497,0.0,0,False
6,0.027141999999912514,0.0,0,False
7,0.027254999999968277,0.0,0,False
8,0.027176000000054046,0.0,0,False
9,0.027259999999841966,0.0,0,False
10,0.027074000000084197,0.0,0,False
11,0.02700200000026598,0.0,0,False
12,0.027123999999730586,0.0,0,False
13,0.027149000000008527,0.0,0,False
14,0.027235000000018772,0.0,0,False
15,0.027105000000119617,0.0,0,False
16,0.027474999999867578,0.0,0,False
17,0.027035999999952764,0.0,0,False
18,0.027184000000033848,0.0,0,False
19,0.02715100000023085,0.0,0,False
20,0.026940999999624182,0.0,0,False
21,0.02727099999992788,0.0,0,False
22,0.02709499999991749,0.0,0,False
23,0.02722300000004907,0.0,0,False
24,0.02706099999977596,0.0,0,False
25,0.027400999999827036,0.0,0,False
26,0.02687100000002829,0.0,0,False
27,0.027699000000211527,0.0,0,False
28,0.026816000000053464,0.0,0,False
29,0.02787499999976717,0.0,0,False
30,0.026640999999926862,0.0,0,False
31,0.027163000000200554,0.0,0,False
32,0.02651900000000751,0.0,0,False
33,0.026918000000023312,0.0,0,False
34,0.02843299999994997,0.0,0,False
35,0.02681399999983114,0.0,0,False
36,0.026595000000270375,0.0,0,False
37,0.02673000000004322,0.0,0,False
38,0.026853000000301108,0.0,0,False
39,0.026695999999901687,0.0,0,False
40,0.026925000000119326,0.0,0,False
41,0.02664599999980055,0.0,0,False
42,0.026710999999977503,0.0,0,False
43,0.02680000000009386,0.0,0,False
44,0.02666300000009869,0.0,0,False
45,0.026576000000204658,0.0,0,False
46,0.0270290000003115,0.0,0,False
47,0.026701999999659165,0.0,0,False
48,0.026722000000063417,0.0,0,False
49,0.02670899999975518,0.0,0,False
50,0.02657099999987622,0.0,0,False
51,0.027316000000155327,0.0,0,False
52,0.026877000000240514,0.0,0,False
53,0.026634999999714637,0.0,0,False
54,0.02643900000020949,0.0,0,False
55,0.026664999999866268,0.0,0,False
56,0.026528999999754888,0.0,0,False
57,0.026476999999886175,0.0,0,False
58,0.026909999999588763,0.0,0,False
59,0.02661099999977523,0.0,0,False
60,0.029048999999758962,0.0,0,False
61,0.02807299999994939,0.0,0,False
62,0.02678200000036668,0.0,0,False
63,0.02649299999984578,0.0,0,False
64,0.027313999999933003,0.0,0,False
65,0.026438999999754742,0.0,0,False
66,0.027286000000003696,0.0,0,False
67,0.026627000000189582,0.0,0,False
68,0.026907999999821186,0.0,0,False
69,0.026585999999952037,0.0,0,False
70,0.026548999999704392,0.0,0,False
71,0.026788000000124157,0.0,0,False
72,0.027128999999604275,0.0,0,False
73,0.026692999999795575,0.0,0,False
74,0.02645200000006298,0.0,0,False
75,0.02652299999999741,0.0,0,False
76,0.026569999999992433,0.0,0,False
77,0.027418000000125176,0.0,0,False
78,0.027305000000069413,0.0,0,False
79,0.027268999999705557,0.0,0,False
80,0.030062000000270928,0.0,0,False
81,0.027646999999888067,0.0,0,False
82,0.02694900000005873,0.0,0,False
83,0.027767000000039843,0.0,0,False
84,0.027395000000069558,0.0,0,False
85,0.027047999999922467,0.0,0,False
86,0.026701000000230124,0.0,0,False
87,0.026844000000437518,0.0,0,False
88,0.026788000000124157,0.0,0,False
89,0.027223999999932857,0.0,0,False
90,0.02697600000010425,0.0,0,False
91,0.02697600000010425,0.0,0,False
92,0.026890999999977794,0.0,0,False
93,0.02673800000002302,0.0,0,False
94,0.026733000000149332,0.0,0,False
95,0.02701500000011947,0.0,0,False
96,0.027176999999937834,0.0,0,False
97,0.026876999999785767,0.0,0,False
98,0.026845000000321306,0.0,0,False
99,0.027053999999679945,0.0,0,False
100,0.027201000000331987,0.0,0,False
101,0.027507000000241533,0.0,0,False
102,0.026933999999982916,0.0,0,False
103,0.027485000000069704,0.0,0,False
104,0.028299999999944703,0.0,0,False
105,0.026827000000139378,0.0,0,False
106,0.026926999999886903,0.0,0,False
107,0.026869000000260712,0.0,0,False
108,0.026931999999760592,0.0,0,False
