steps,time,reward,delta,converged
1,0.004560000000083164,0.011904761904761904,0.9995125863138349,False
2,0.027853999999933876,0.0,0.9995125863138349,False
3,0.00930900000003021,0.005714285714285714,1.0001143816004328,False
4,0.021007000000054177,0.002544529262086514,1.0001143816004328,False
5,0.02663499999994201,0.0,1.0001143816004328,False
6,0.006646000000046115,0.007874015748031496,1.0001143816004328,False
7,0.007745000000113578,0.006756756756756757,1.0001143816004328,False
8,0.008231000000023414,0.006329113924050633,1.0001143816004328,False
9,0.005238000000190368,0.01,1.0001143816004328,False
10,0.01417500000002292,0.003745318352059925,1.0001143816004328,False
11,0.004093000000011671,0.01282051282051282,1.0001143816004328,False
12,0.012625999999954729,0.004975124378109453,1.0001143816004328,False
13,0.002253999999993539,0.025,1.0001143816004328,False
14,0.004932999999937238,0.010869565217391304,1.0001143816004328,False
15,0.003153999999994994,0.016666666666666666,1.0001143816004328,False
16,0.006172000000105982,0.008695652173913044,1.0001960207536285,False
17,0.0025779999998576386,0.02040816326530612,1.0001960207536285,False
18,0.005102000000078988,0.010309278350515464,1.0001960207536285,False
19,0.004570999999941705,0.011494252873563218,1.0001960207536285,False
20,0.004203999999845109,0.0125,1.0001960207536285,False
21,0.003881000000092172,0.013513513513513514,1.0001960207536285,False
22,0.011964999999918291,0.004366812227074236,1.0001960207536285,False
23,0.010144000000082087,0.005154639175257732,1.0001960207536285,False
24,0.009397000000035405,0.005555555555555556,1.0001960207536285,False
25,0.004370999999991909,0.012048192771084338,1.0001960207536285,False
26,0.0034070000001520384,0.015384615384615385,1.0001960207536285,False
27,0.0022100000001046283,0.023809523809523808,1.0001960207536285,False
28,0.005601000000069689,0.010416666666666666,1.0001960207536285,False
29,0.0020219999998971616,0.02702702702702703,1.0001960207536285,False
30,0.002531000000089989,0.020833333333333332,1.0001960207536285,False
31,0.0009620000000722939,0.05555555555555555,1.0001960207536285,False
32,0.007333999999900698,0.007142857142857143,1.0001960207536285,False
33,0.00225799999998344,0.023255813953488372,1.0001960207536285,False
34,0.0018480000001090957,0.02857142857142857,1.0001960207536285,False
35,0.0010669999999208812,0.05,1.0001960207536285,False
36,0.0035649999999805004,0.014705882352941176,1.0001960207536285,False
37,0.004259000000047308,0.01282051282051282,1.0001960207536285,False
38,0.0032429999998839776,0.016129032258064516,1.0001960207536285,False
39,0.0025160000000141736,0.020833333333333332,1.0001960207536285,False
40,0.0015269999998963613,0.034482758620689655,1.0001960207536285,False
41,0.0027880000000095606,0.019230769230769232,1.0001960207536285,False
42,0.003287000000000262,0.015873015873015872,1.0001960207536285,False
43,0.004325999999991836,0.013888888888888888,1.0001960207536285,False
44,0.004144999999880383,0.014925373134328358,1.0001960207536285,False
45,0.004601999999977124,0.014705882352941176,1.0001960207536285,False
46,0.008144000000129381,0.006711409395973154,1.0001960207536285,False
47,0.007847999999967215,0.007352941176470588,1.0001960207536285,False
48,0.0012779999999565916,0.043478260869565216,1.0001960207536285,False
49,0.00179800000000796,0.03125,1.0001960207536285,False
50,0.005357000000003609,0.012345679012345678,1.0001960207536285,False
51,0.003504000000020824,0.017543859649122806,1.0001960207536285,False
52,0.0033280000000104337,0.02,1.0001960207536285,False
53,0.0103670000000875,0.005780346820809248,1.0001960207536285,False
54,0.0043929999999363645,0.013513513513513514,1.0001960207536285,False
55,0.004410999999890919,0.01282051282051282,1.0001960207536285,False
56,0.004797000000053231,0.011494252873563218,1.0001960207536285,False
57,0.00927400000000489,0.006578947368421052,1.0001960207536285,False
58,0.010772999999971944,0.005128205128205128,1.0001960207536285,False
59,0.0027079999999841675,0.03225806451612903,1.0001960207536285,False
60,0.003868000000011307,0.014492753623188406,1.0001960207536285,False
61,0.002885999999989508,0.018867924528301886,1.0001960207536285,False
62,0.0028709999999136926,0.0196078431372549,1.0001960207536285,False
63,0.002070000000003347,0.02702702702702703,1.0001960207536285,False
64,0.0022060000001147273,0.029411764705882353,1.0001960207536285,False
65,0.005415999999968335,0.011764705882352941,1.0001960207536285,False
66,0.0066560000000208674,0.00819672131147541,1.0001960207536285,False
67,0.005574000000024171,0.012658227848101266,1.0001960207536285,False
68,0.003175000000055661,0.017543859649122806,1.0001960207536285,False
69,0.0028770000001259177,0.018867924528301886,1.0001960207536285,False
70,0.0013639999999668362,0.04,1.0001960207536285,False
71,0.00514300000008916,0.011111111111111112,1.0001960207536285,False
72,0.0025479999999333813,0.023809523809523808,1.0001960207536285,False
73,0.006370000000060827,0.008264462809917356,1.0001960207536285,False
74,0.002488999999968655,0.02127659574468085,1.0001960207536285,False
75,0.0012820000001738663,0.041666666666666664,1.0001960207536285,False
76,0.006593999999950029,0.010752688172043012,1.0001960207536285,False
77,0.003842999999960739,0.014492753623188406,1.0001960207536285,False
78,0.002255000000104701,0.023809523809523808,1.0001960207536285,False
79,0.0017029999999067513,0.03225806451612903,1.0001960207536285,False
80,0.002549999999928332,0.025,1.0001960207536285,False
81,0.004181999999900654,0.018867924528301886,1.0001960207536285,False
82,0.0033809999999903084,0.01639344262295082,1.0001960207536285,False
83,0.004146999999875334,0.013157894736842105,1.0001960207536285,False
84,0.0012049999997998384,0.045454545454545456,1.0001960207536285,False
85,0.0015399999999772263,0.034482758620689655,1.0001960207536285,False
86,0.0038380000000870496,0.015873015873015872,1.0001960207536285,False
87,0.0020230000000083237,0.02631578947368421,1.0001960207536285,False
88,0.0016259999999874708,0.038461538461538464,1.0001960207536285,False
89,0.0024020000000746222,0.022727272727272728,1.0001960207536285,False
90,0.0019230000000334257,0.02857142857142857,1.0001960207536285,False
91,0.005219000000124652,0.011764705882352941,1.0001960207536285,False
92,0.002142000000048938,0.02857142857142857,1.0001960207536285,False
93,0.0025899999998273415,0.02127659574468085,1.0001960207536285,False
94,0.003748000000086904,0.014492753623188406,1.0001960207536285,False
95,0.007489999999961583,0.007692307692307693,1.0001960207536285,False
96,0.0036410000000159926,0.015384615384615385,1.0001960207536285,False
97,0.0029759999999896536,0.018518518518518517,1.0001960207536285,False
98,0.0024769999999989523,0.022222222222222223,1.0001960207536285,False
99,0.00330500000018219,0.019230769230769232,1.0001960207536285,False
100,0.0042100000000573345,0.01694915254237288,1.0001960207536285,False
101,0.004017000000203552,0.0136986301369863,1.0001960207536285,False
102,0.001985999999988053,0.02702702702702703,1.0001960207536285,False
103,0.0038250000000061846,0.013888888888888888,1.0001960207536285,False
104,0.0021140000001196313,0.030303030303030304,1.0001960207536285,False
105,0.0038910000000669243,0.017241379310344827,1.0001960207536285,False
106,0.005377999999836902,0.009708737864077669,1.0001960207536285,False
107,0.0033270000001266453,0.016129032258064516,1.0001960207536285,False
108,0.006834000000026208,0.010101010101010102,1.0001960207536285,False
109,0.0014380000000073778,0.038461538461538464,1.0001960207536285,False
110,0.0020549999999275315,0.02631578947368421,1.0001960207536285,False
111,0.0026359999999385764,0.02040816326530612,1.0001960207536285,False
112,0.0019680000000334985,0.02702702702702703,1.0001960207536285,False
113,0.004122999999935928,0.016129032258064516,1.0001960207536285,False
114,0.00240099999996346,0.022222222222222223,1.0001960207536285,False
115,0.004304000000047381,0.012987012987012988,1.0001960207536285,False
116,0.0048710000000937725,0.012195121951219513,1.0001960207536285,False
117,0.004194000000097731,0.017543859649122806,1.0001960207536285,False
118,0.0072829999999157735,0.007874015748031496,1.0001960207536285,False
119,0.005026000000043496,0.011627906976744186,1.0001960207536285,False
120,0.0031890000000203145,0.02040816326530612,1.0001960207536285,False
121,0.015595999999959531,0.004016064257028112,1.0001960207536285,False
122,0.0036540000000968575,0.015151515151515152,1.0001960207536285,False
123,0.004077999999935855,0.014705882352941176,1.0001960207536285,False
124,0.0012669999998706771,0.043478260869565216,1.0001960207536285,False
125,0.00973399999998037,0.005747126436781609,1.0001960207536285,False
126,0.0035809999999401043,0.015151515151515152,1.0001960207536285,False
127,0.005585999999993874,0.00980392156862745,1.0001960207536285,False
128,0.012719000000060987,0.0041841004184100415,1.0001960207536285,False
129,0.0027380000001357985,0.02040816326530612,1.0001960207536285,False
130,0.006102000000055341,0.008620689655172414,1.0001960207536285,False
131,0.004511999999976979,0.011764705882352941,1.0001960207536285,False
132,0.008008999999901789,0.0072992700729927005,1.0001960207536285,False
133,0.0038460000000668515,0.014925373134328358,1.0001960207536285,False
134,0.005662000000029366,0.011627906976744186,1.0001960207536285,False
135,0.003077999999959502,0.018867924528301886,1.0001960207536285,False
136,0.0029199999999036663,0.018867924528301886,1.0001960207536285,False
137,0.004689000000098531,0.011764705882352941,1.0001960207536285,False
138,0.0022019999998974527,0.025,1.0001960207536285,False
139,0.007018999999900188,0.007874015748031496,1.0001960207536285,False
140,0.003185999999914202,0.01694915254237288,1.0001960207536285,False
141,0.001559999999926731,0.034482758620689655,1.0001960207536285,False
142,0.004967999999962558,0.01098901098901099,1.0001960207536285,False
143,0.00592400000005,0.009174311926605505,1.0001960207536285,False
144,0.002195999999912601,0.024390243902439025,1.0001960207536285,False
145,0.0021349999999529246,0.025,1.0001960207536285,False
146,0.0017659999998613785,0.030303030303030304,1.0001960207536285,False
147,0.0033570000000509026,0.015873015873015872,1.0001960207536285,False
148,0.0021320000000741857,0.025,1.0001960207536285,False
149,0.0015479999999570282,0.034482758620689655,1.0001960207536285,False
150,0.0057030000000395376,0.009345794392523364,1.0001960207536285,False
151,0.0027830000001358712,0.02,1.0001960207536285,False
152,0.0018800000000283035,0.02857142857142857,1.0001960207536285,False
153,0.0020879999999579013,0.02564102564102564,1.0001960207536285,False
154,0.0020309999999881256,0.02631578947368421,1.0001960207536285,False
155,0.0016169999998965068,0.03333333333333333,1.0001960207536285,False
156,0.003345999999964988,0.01639344262295082,1.0001960207536285,False
157,0.004562999999961903,0.011627906976744186,1.0001960207536285,False
158,0.0027239999999437714,0.0196078431372549,1.0001960207536285,False
159,0.007852999999840904,0.00684931506849315,1.0001960207536285,False
160,0.002420999999912965,0.022222222222222223,1.0001960207536285,False
161,0.008152999999992971,0.006578947368421052,1.0001960207536285,False
162,0.005648999999948501,0.009433962264150943,1.0001960207536285,False
163,0.007456000000047425,0.007142857142857143,1.0001960207536285,False
164,0.014942999999902895,0.0035842293906810036,1.0001960207536285,False
165,0.003302999999959866,0.016129032258064516,1.0001960207536285,False
166,0.003096999999797845,0.017241379310344827,1.0001960207536285,False
167,0.010101999999960753,0.005319148936170213,1.0001960207536285,False
168,0.0021450000001550507,0.025,1.0001960207536285,False
169,0.002504999999928259,0.02127659574468085,1.0001960207536285,False
170,0.0032479999999850406,0.01639344262295082,1.0001960207536285,False
171,0.008215999999947599,0.0064516129032258064,1.0001960207536285,False
172,0.004003000000011525,0.013513513513513514,1.0001960207536285,False
173,0.0024399999999786814,0.021739130434782608,1.0001960207536285,False
174,0.0034359999999651336,0.015384615384615385,1.0001960207536285,False
175,0.002551000000039494,0.020833333333333332,1.0001960207536285,False
176,0.006488999999874068,0.008130081300813009,1.0001960207536285,False
177,0.0030259999998634157,0.017543859649122806,1.0001960207536285,False
178,0.0019169999998212006,0.027777777777777776,1.0001960207536285,False
179,0.0032320000000254367,0.01639344262295082,1.0001960207536285,False
180,0.0041049999999813735,0.012987012987012988,1.0001960207536285,False
181,0.00955300000009629,0.0055248618784530384,1.0001960207536285,False
182,0.001934999999775755,0.027777777777777776,1.0001960207536285,False
183,0.00293599999986327,0.01818181818181818,1.0001960207536285,False
184,0.002364000000170563,0.022727272727272728,1.0001960207536285,False
185,0.002310000000079526,0.023255813953488372,1.0001960207536285,False
186,0.004202000000077533,0.012658227848101266,1.0001960207536285,False
187,0.01117999999996755,0.005235602094240838,1.0001960207536285,False
188,0.002879000000120868,0.02,1.0001960207536285,False
189,0.0027609999999640422,0.02127659574468085,1.0001960207536285,False
190,0.005445000000008804,0.010869565217391304,1.0001960207536285,False
191,0.003965999999991254,0.014285714285714285,1.0001960207536285,False
192,0.005578000000014072,0.010101010101010102,1.0001960207536285,False
193,0.003539000000046144,0.015873015873015872,1.0001960207536285,False
194,0.001944999999977881,0.030303030303030304,1.0001960207536285,False
195,0.003935000000183209,0.014492753623188406,1.0001960207536285,False
196,0.0017109999998865533,0.03225806451612903,1.0001960207536285,False
197,0.0037540000000717555,0.014492753623188406,1.0001960207536285,False
198,0.005740000000059808,0.009345794392523364,1.0001960207536285,False
199,0.0039989999997942505,0.013333333333333334,1.0001960207536285,False
200,0.0087780000001203,0.006060606060606061,1.0001960207536285,False
201,0.0034599999999045394,0.015384615384615385,1.0001960207536285,False
202,0.0018270000000484288,0.029411764705882353,1.0001960207536285,False
203,0.009578999999803273,0.00558659217877095,1.0001960207536285,False
204,0.0010760000000118453,0.05,1.0001960207536285,False
205,0.0018669999999474385,0.02857142857142857,1.0001960207536285,False
206,0.0023439999999936845,0.022727272727272728,1.0001960207536285,False
207,0.006204999999908978,0.008547008547008548,1.0001960207536285,False
208,0.0041169999999510765,0.012987012987012988,1.0001960207536285,False
209,0.0049750000000585715,0.01098901098901099,1.0001960207536285,False
210,0.0025210000001152366,0.02127659574468085,1.0001960207536285,False
211,0.0025729999999839492,0.020833333333333332,1.0001960207536285,False
212,0.007989000000179658,0.006756756756756757,1.0001960207536285,False
213,0.0026960000000144646,0.02,1.0001960207536285,False
214,0.004352000000153566,0.01282051282051282,1.0001960207536285,False
215,0.004855999999790583,0.010869565217391304,1.0001960207536285,False
216,0.005259000000023661,0.010101010101010102,1.0001960207536285,False
