step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.041666666666666664,0.0013020833333333333,0.0,0.007249693180768257,0.041666666666666664,0.0
32,0.0,0.0012626262626262625,0.0,0.007142492739258056,0.041666666666666664,0.0
33,0.0,0.0012254901960784314,0.0,0.007039905204090721,0.041666666666666664,0.0
34,0.0,0.0011904761904761904,0.0,0.006941609398625356,0.041666666666666664,0.0
35,0.03571428571428571,0.0021494708994708994,0.0,0.008890214985959037,0.041666666666666664,0.0
36,0.0,0.0020913770913770914,0.0,0.008776178698189096,0.041666666666666664,0.0
37,0.0,0.0020363408521303257,0.0,0.008666401123823967,0.041666666666666664,0.0
38,0.0,0.001984126984126984,0.0,0.008560624946508033,0.041666666666666664,0.0
39,0.0,0.0019345238095238096,0.0,0.008458613982810899,0.041666666666666664,0.0
40,0.0,0.0018873403019744484,0.0,0.008360151015614383,0.041666666666666664,0.0
41,0.0,0.0018424036281179139,0.0,0.00826503589105631,0.041666666666666664,0.0
42,0.0,0.0017995570321151717,0.0,0.008173083842262186,0.041666666666666664,0.0
43,0.0,0.0017586580086580087,0.0,0.008084124008835857,0.041666666666666664,0.0
44,0.0,0.0017195767195767196,0.0,0.007997998125836493,0.041666666666666664,0.0
45,0.0,0.0016821946169772257,0.0,0.007914559359923927,0.041666666666666664,0.0
46,0.0,0.001646403242147923,0.0,0.007833671273653555,0.041666666666666664,0.0
47,0.0,0.0016121031746031747,0.0,0.007755206901663973,0.041666666666666664,0.0
48,0.0,0.0015792031098153547,0.0,0.007679047924819781,0.041666666666666664,0.0
49,0.0,0.0015476190476190477,0.0,0.0076050839303259225,0.041666666666666664,0.0
50,0.0,0.0015172735760971055,0.0,0.007533211747481291,0.041666666666666664,0.0
51,0.0,0.0014880952380952382,0.0,0.007463334850138752,0.041666666666666664,0.0
52,0.0,0.0014600179694519318,0.0,0.007395362818128629,0.041666666666666664,0.0
53,0.0,0.0014329805996472665,0.0,0.007329210850916792,0.041666666666666664,0.0
54,0.0,0.001406926406926407,0.0,0.007264799327635674,0.041666666666666664,0.0
55,0.0,0.0013818027210884354,0.0,0.007202053408369441,0.041666666666666664,0.0
56,0.0,0.001357560568086884,0.0,0.0071409026722133485,0.041666666666666664,0.0
57,0.0,0.0013341543513957308,0.0,0.00708128078817734,0.041666666666666664,0.0
58,0.0,0.001311541565778854,0.0,0.00702312521547906,0.041666666666666664,0.0
59,0.0,0.0012896825396825397,0.0,0.006966376930182841,0.041666666666666664,0.0
60,0.0,0.0012685402029664326,0.0,0.006910980175497959,0.041666666666666664,0.0
61,0.0,0.0012480798771121351,0.0,0.006856882233359869,0.041666666666666664,0.0
62,0.0,0.0012282690854119426,0.0,0.006804033215188523,0.041666666666666664,0.0
63,0.0,0.001209077380952381,0.0,0.006752385869954112,0.041666666666666664,0.0
64,0.0,0.0011904761904761906,0.0,0.006701895407887173,0.041666666666666664,0.0
65,0.0,0.0011724386724386725,0.0,0.006652519338351381,0.041666666666666664,0.0
66,0.0,0.0011549395877754086,0.0,0.006604217320556434,0.041666666666666664,0.0
67,0.0,0.0011379551820728292,0.0,0.006556951025928747,0.041666666666666664,0.0
68,0.0,0.0011214630779848172,0.0,0.006510684011081163,0.041666666666666664,0.0
69,0.0,0.0011054421768707484,0.0,0.006465381600432096,0.041666666666666664,0.0
70,0.0,0.0010898725687458082,0.0,0.006421010777621262,0.041666666666666664,0.0
