episode,length,time,reward,delta
0,34.0,0.0021890000000439613,0.0,0.0
1,16.0,0.0010649999999259308,0.0,0.0
2,23.0,0.0013549999998758722,0.0,0.0
3,214.0,0.014791999999943073,0.0,0.0
4,34.0,0.0019709999999122374,0.0,0.0
5,14.0,0.0008510000000114815,0.0,0.0
6,32.0,0.0018489999999928841,0.0,0.0
7,64.0,0.0036789999999200518,0.0,0.0
8,164.0,0.009115999999949054,0.0,0.0
9,166.0,0.010487000000011903,0.0,0.0
10,100.0,0.006189999999833162,0.0,0.0
11,28.0,0.0023939999998674466,0.0,0.0
12,15.0,0.0009480000001076405,0.0,0.0
13,29.0,0.0028580000000602013,0.0,0.0
14,53.0,0.003306999999949767,0.0,0.0
15,77.0,0.0044679999998606945,0.0,0.0
16,20.0,0.0011810000000878063,0.0,0.0
17,20.0,0.0014830000000074506,0.0,0.0
18,11.0,0.0007400000001780427,0.0,0.0
19,75.0,0.004789999999957217,0.0,0.0
20,22.0,0.0013539999999920838,0.0,0.0
21,49.0,0.0027959999999893625,0.0,0.0
22,20.0,0.0012080000001333246,0.0,0.0
23,40.0,0.002308999999968364,0.0,0.0
24,17.0,0.0010050000000774162,0.0,0.0
25,63.0,0.0036700000000564614,0.0,0.0
26,26.0,0.001494000000093365,0.0,0.0
27,62.0,0.003404000000045926,0.0,0.0
28,28.0,0.0017400000001543958,0.0,0.0
29,45.0,0.003159000000096057,0.0,0.0
30,60.0,0.0033109999999396678,0.0,0.0
31,12.0,0.0007749999999759893,0.0,0.0
32,21.0,0.0015450000000782893,0.0,0.0
33,26.0,0.001475999999911437,0.0,0.0
34,59.0,0.0033959999998387502,0.0,0.0
35,78.0,0.004417999999986932,0.0,0.0
36,32.0,0.0018199999999524152,0.0,0.0
37,43.0,0.0024479999999584834,0.0,0.0
38,35.0,0.001966000000038548,0.0,0.0
39,263.0,0.014443999999912194,0.0,0.0
40,21.0,0.0012110000000120635,0.0,0.0
41,37.0,0.002070000000003347,0.0,0.0
42,43.0,0.002406000000064523,0.0,0.0
43,132.0,0.007264000000077431,0.0,0.0
44,49.0,0.0040129999999862775,0.0,0.0
45,188.0,0.011952999999948588,0.0,0.0
46,96.0,0.006660999999894557,0.0,0.0
47,85.0,0.004792999999835956,0.0,0.0
48,62.0,0.003549999999904685,0.0,0.0
49,98.0,0.006229999999959546,0.0,0.0
50,60.0,0.0035450000000309956,0.0,0.0
