steps,time,reward,delta,converged
1,0.031308999999964726,0.0,0.00017265134977039018,False
2,0.029274999999870488,0.0,0.00017265134977039018,False
3,0.030490000000099826,0.0,0.00017265134977039018,False
4,0.029159000000618107,0.0,0.00017265134977039018,False
5,0.030115000000478176,0.0,0.00017265134977039018,False
6,0.03053100000033737,0.0,0.00017265134977039018,False
7,0.03019899999981135,0.0,0.00017265134977039018,False
8,0.030811999999968975,0.0,0.00017265134977039018,False
9,0.029563999999481894,0.0,0.00017265134977039018,False
10,0.028052999999999884,0.0028089887640449437,0.999957695500585,False
11,0.03503699999964738,0.0,0.999957695500585,False
12,0.03529300000082003,0.0,0.999957695500585,False
13,0.03413300000011077,0.0,0.999957695500585,False
14,0.03052399999978661,0.0,0.999957695500585,False
15,0.030711999999766704,0.0,0.999957695500585,False
16,0.02995699999974022,0.0,0.999957695500585,False
17,0.022474999999758438,0.002717391304347826,0.999957695500585,False
18,0.030032000000574044,0.0,0.999957695500585,False
19,0.029391999999461405,0.0,0.999957695500585,False
20,0.0299219999997149,0.0,0.999957695500585,False
21,0.02957799999967392,0.0,0.999957695500585,False
22,0.029817999999977474,0.0,0.999957695500585,False
23,0.029769999999189167,0.0,0.999957695500585,False
24,0.02946700000029523,0.002074688796680498,0.999957695500585,False
25,0.029931999999462278,0.0,0.999957695500585,False
26,0.02980999999999767,0.0,0.999957695500585,False
27,0.028834000000642845,0.0,0.999957695500585,False
28,0.017625999999836495,0.0034602076124567475,0.999957695500585,False
29,0.02944000000024971,0.0,0.999957695500585,False
30,0.030791000000135682,0.0,0.999957695500585,False
31,0.024258000000372704,0.002890173410404624,0.999957695500585,False
32,0.037806999999702384,0.0,0.999957695500585,False
33,0.0305819999994128,0.0,0.999957695500585,False
34,0.030918999999812513,0.0,0.999957695500585,False
35,0.03299499999957334,0.0,0.999957695500585,False
36,0.031543000000056054,0.0,0.999957695500585,False
37,0.03087599999980739,0.0,0.999957695500585,False
38,0.0301419999996142,0.0,0.999957695500585,False
39,0.029813999999532825,0.0,0.999957695500585,False
40,0.03089300000010553,0.0,0.999957695500585,False
41,0.03234599999996135,0.0,0.999957695500585,False
42,0.03092700000070181,0.0,0.999957695500585,False
43,0.030082000000220432,0.0,0.999957695500585,False
44,0.024451999999655527,0.002421307506053269,0.999957695500585,False
45,0.030385999999452906,0.0,0.999957695500585,False
46,0.029926999999588588,0.0,0.999957695500585,False
47,0.030644000000393135,0.0,0.999957695500585,False
48,0.030872000000272237,0.0,0.999957695500585,False
49,0.029223999999885564,0.0,0.999957695500585,False
50,0.03045800000018062,0.0,0.999957695500585,False
51,0.03061600000000908,0.0,0.999957695500585,False
52,0.018532999999479216,0.003067484662576687,0.999957695500585,False
53,0.030275000000074215,0.0,0.999957695500585,False
54,0.029381000000284985,0.0,0.999957695500585,False
55,0.029992000000675034,0.0,0.999957695500585,False
56,0.03166700000019773,0.0,0.999957695500585,False
