step,reward,mean,median,std,max,min
0,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.0,0.007246376811594203,0.007246376811594203
1,0.009900990099009901,0.008573683455302052,0.008573683455302052,0.001327306643707849,0.009900990099009901,0.007246376811594203
2,0.003236245954692557,0.006794537621765553,0.007246376811594203,0.0027395647607362547,0.009900990099009901,0.003236245954692557
3,0.005681818181818182,0.00651635776177871,0.006464097496706192,0.0024209633231851778,0.009900990099009901,0.003236245954692557
4,0.005050505050505051,0.006223187219523979,0.005681818181818182,0.0022433561012799525,0.009900990099009901,0.003236245954692557
5,0.007518796992481203,0.006439122181683517,0.006464097496706192,0.002104046507020665,0.009900990099009901,0.003236245954692557
6,0.00980392156862745,0.006919807808389793,0.007246376811594203,0.0022761664022323464,0.009900990099009901,0.003236245954692557
7,0.004608294930875576,0.006630868698700516,0.006464097496706192,0.002262237270508147,0.009900990099009901,0.003236245954692557
8,0.0036101083032490976,0.00629522865476147,0.005681818181818182,0.002334591207601174,0.009900990099009901,0.003236245954692557
9,0.006944444444444444,0.006360150233729767,0.006313131313131313,0.0022233348372859784,0.009900990099009901,0.003236245954692557
10,0.005813953488372093,0.006310495984151796,0.005813953488372093,0.002125673965465185,0.009900990099009901,0.003236245954692557
11,0.005291005291005291,0.006225538426389587,0.0057478858350951375,0.0020545911133358274,0.009900990099009901,0.003236245954692557
12,0.007352941176470588,0.006312261714857357,0.005813953488372093,0.0019967165470988427,0.009900990099009901,0.003236245954692557
13,0.00625,0.006307814449510403,0.006031976744186047,0.00192415102298814,0.009900990099009901,0.003236245954692557
14,0.0045045045045045045,0.00618759378651001,0.005813953488372093,0.001912557308427674,0.009900990099009901,0.003236245954692557
15,0.008695652173913044,0.006344347435722699,0.006031976744186047,0.0019488031814465711,0.009900990099009901,0.003236245954692557
16,0.004273504273504274,0.006222533132062792,0.005813953488372093,0.00195239633339275,0.009900990099009901,0.003236245954692557
17,0.006756756756756757,0.006252212222323568,0.006031976744186047,0.0019013301504031495,0.009900990099009901,0.003236245954692557
18,0.007194244604316547,0.006301792874007409,0.00625,0.0018625355180547497,0.009900990099009901,0.003236245954692557
19,0.0040650406504065045,0.006189955262827363,0.006031976744186047,0.0018796893366802455,0.009900990099009901,0.003236245954692557
20,0.008620689655172414,0.006305704519605699,0.00625,0.001906027457397016,0.009900990099009901,0.003236245954692557
21,0.00909090909090909,0.006432304727392217,0.006503378378378379,0.0019504837519065548,0.009900990099009901,0.003236245954692557
22,0.0055248618784530384,0.006392850690481817,0.00625,0.001916565784013359,0.009900990099009901,0.003236245954692557
23,0.005649717514124294,0.006361886808133588,0.006031976744186047,0.0018820799435279986,0.009900990099009901,0.003236245954692557
24,0.010309278350515464,0.006519782469828862,0.00625,0.001999720199640357,0.010309278350515464,0.003236245954692557
25,0.00684931506849315,0.006532456800546719,0.006503378378378379,0.001961910735145778,0.010309278350515464,0.003236245954692557
26,0.004608294930875576,0.006461191546114455,0.00625,0.001959229913579726,0.010309278350515464,0.003236245954692557
27,0.011627906976744186,0.006645717097208374,0.006503378378378379,0.0021496118203900437,0.011627906976744186,0.003236245954692557
28,0.011494252873563218,0.006812907986048195,0.006756756756756757,0.0022900153256727733,0.011627906976744186,0.003236245954692557
29,0.007936507936507936,0.006850361317730187,0.006803035912624954,0.002260540715918206,0.011627906976744186,0.003236245954692557
30,0.006535947712418301,0.006840218943365287,0.006756756756756757,0.0022244752687843876,0.011627906976744186,0.003236245954692557
31,0.005434782608695652,0.006796299057906862,0.006646352234587529,0.0022030555595610158,0.011627906976744186,0.003236245954692557
32,0.007874015748031496,0.00682895713942579,0.006756756756756757,0.0021772710098225978,0.011627906976744186,0.003236245954692557
33,0.006289308176100629,0.006813085111092697,0.006646352234587529,0.002146950329140228,0.011627906976744186,0.003236245954692557
34,0.008403361344537815,0.006858521574905414,0.006756756756756757,0.0021325784280146385,0.011627906976744186,0.003236245954692557
35,0.006211180124223602,0.006840539867942031,0.006646352234587529,0.002105439957696015,0.011627906976744186,0.003236245954692557
36,0.009433962264150943,0.006910632365136868,0.006756756756756757,0.0021189470053816994,0.011627906976744186,0.003236245954692557
37,0.007633587786259542,0.006929657507797991,0.006803035912624954,0.002094080362409468,0.011627906976744186,0.003236245954692557
38,0.007462686567164179,0.006943324919576612,0.00684931506849315,0.0020687751379908,0.011627906976744186,0.003236245954692557
39,0.003215434083601286,0.006850127648677226,0.006803035912624954,0.002124047628491475,0.011627906976744186,0.003215434083601286
40,0.008403361344537815,0.006888011397356754,0.00684931506849315,0.002111621881126798,0.011627906976744186,0.003215434083601286
41,0.007575757575757576,0.006904386306366296,0.006896879756468797,0.002088965104610668,0.011627906976744186,0.003215434083601286
42,0.008,0.006929865694590336,0.006944444444444444,0.0020711249192943014,0.011627906976744186,0.003215434083601286
43,0.005319148936170213,0.0068932584955353335,0.006896879756468797,0.0020614781611619525,0.011627906976744186,0.003215434083601286
44,0.010869565217391304,0.006981620867132133,0.006944444444444444,0.002121038092003456,0.011627906976744186,0.003215434083601286
45,0.006666666666666667,0.006974774036687231,0.006896879756468797,0.0020983593806581423,0.011627906976744186,0.003215434083601286
46,0.008264462809917356,0.0070022142233517005,0.006944444444444444,0.002084242114357753,0.011627906976744186,0.003215434083601286
47,0.005376344086021506,0.006968341928823989,0.006896879756468797,0.002075448976229014,0.011627906976744186,0.003215434083601286
48,0.009009009009009009,0.007009988195766541,0.006944444444444444,0.0020743269461999613,0.011627906976744186,0.003215434083601286
49,0.008695652173913044,0.007043701475329471,0.007069344524380496,0.0020669949951226682,0.011627906976744186,0.003215434083601286
50,0.004739336492890996,0.006998517848222834,0.006944444444444444,0.002071417975532478,0.011627906976744186,0.003215434083601286
51,0.008403361344537815,0.007025534069305815,0.007069344524380496,0.0020604565662081173,0.011627906976744186,0.003215434083601286
52,0.007936507936507936,0.00704272225547944,0.007194244604316547,0.0020446858917427327,0.011627906976744186,0.003215434083601286
53,0.0078125,0.007056977398896487,0.0072203107079553755,0.0020283218089057965,0.011627906976744186,0.003215434083601286
54,0.0035587188612099642,0.006993372698211277,0.007194244604316547,0.0020634310904429558,0.011627906976744186,0.003215434083601286
55,0.006802721088435374,0.006989968205179565,0.007069344524380496,0.002045080471432763,0.011627906976744186,0.003215434083601286
56,0.005952380952380952,0.006971764920042747,0.006944444444444444,0.0020316337361153273,0.011627906976744186,0.003215434083601286
57,0.006060606060606061,0.0069560552845352175,0.006896879756468797,0.002017532753414036,0.011627906976744186,0.003215434083601286
58,0.007246376811594203,0.006960975988383675,0.006944444444444444,0.002000712948546969,0.011627906976744186,0.003215434083601286
59,0.006666666666666667,0.0069560708330217245,0.006896879756468797,0.001984328014679146,0.011627906976744186,0.003215434083601286
60,0.00684931506849315,0.006954320738521255,0.00684931506849315,0.0019680425081666873,0.011627906976744186,0.003215434083601286
61,0.0053475935828877,0.006928405784398134,0.00684931506849315,0.0019625715686277705,0.011627906976744186,0.003215434083601286
62,0.013157894736842105,0.0070272865614210535,0.00684931506849315,0.002096842524019072,0.013157894736842105,0.003215434083601286
63,0.0048543689320388345,0.006993334723461958,0.00684931506849315,0.0020977776798484908,0.013157894736842105,0.003215434083601286
64,0.008,0.007008821881562544,0.00684931506849315,0.002085262355806019,0.013157894736842105,0.003215434083601286
65,0.006711409395973154,0.007004315631780886,0.00684931506849315,0.002069723502931866,0.013157894736842105,0.003215434083601286
66,0.008547008547008548,0.007027340899172344,0.00684931506849315,0.0020627189544590195,0.013157894736842105,0.003215434083601286
67,0.006578947368421052,0.007020746876661296,0.00684931506849315,0.0020482070191426907,0.013157894736842105,0.003215434083601286
68,0.00684931506849315,0.007018262357702337,0.00684931506849315,0.002033413986810917,0.013157894736842105,0.003215434083601286
69,0.011494252873563218,0.007082205079357492,0.00684931506849315,0.002087539845859955,0.013157894736842105,0.003215434083601286
70,0.004830917874396135,0.007050496808865079,0.00684931506849315,0.002089694674844723,0.013157894736842105,0.003215434083601286
71,0.006802721088435374,0.007047055479414665,0.00684931506849315,0.0020753347532822286,0.013157894736842105,0.003215434083601286
72,0.0064516129032258064,0.00703889873179564,0.00684931506849315,0.0020622328879278994,0.013157894736842105,0.003215434083601286
73,0.005128205128205128,0.007013078547963335,0.0068260180784642625,0.0020600975538514346,0.013157894736842105,0.003215434083601286
74,0.007142857142857143,0.0070148089292285856,0.00684931506849315,0.0020463716209907024,0.013157894736842105,0.003215434083601286
75,0.010752688172043012,0.007063991550844565,0.00684931506849315,0.002077006523103578,0.013157894736842105,0.003215434083601286
76,0.0048543689320388345,0.007035295153197737,0.00684931506849315,0.0020785849559828555,0.013157894736842105,0.003215434083601286
77,0.005917159763313609,0.007020960084096659,0.0068260180784642625,0.002069045009125442,0.013157894736842105,0.003215434083601286
78,0.00819672131147541,0.007035843137607783,0.00684931506849315,0.0020601056905107957,0.013157894736842105,0.003215434083601286
79,0.007751937984496124,0.007044794323193888,0.00684931506849315,0.0020487349235619474,0.013157894736842105,0.003215434083601286
80,0.0047169811320754715,0.007016055888735637,0.00684931506849315,0.002052210489973416,0.013157894736842105,0.003215434083601286
81,0.007874015748031496,0.007026518813849001,0.00684931506849315,0.002041831189894455,0.013157894736842105,0.003215434083601286
82,0.008695652173913044,0.007046628854331699,0.00684931506849315,0.0020376473490731836,0.013157894736842105,0.003215434083601286
83,0.0049261083743842365,0.007021384562903753,0.00684931506849315,0.0020384974443180266,0.013157894736842105,0.003215434083601286
84,0.002849002849002849,0.006972297719210801,0.00684931506849315,0.0020758091090938117,0.013157894736842105,0.002849002849002849
85,0.0040650406504065045,0.006938492404457263,0.0068260180784642625,0.0020871073138592315,0.013157894736842105,0.002849002849002849
86,0.006666666666666667,0.006935367970689555,0.006802721088435374,0.0020752800579120715,0.013157894736842105,0.002849002849002849
87,0.006535947712418301,0.006930829104118291,0.006802721088435374,0.002063889257622593,0.013157894736842105,0.002849002849002849
88,0.005025125628140704,0.006909416705511801,0.006802721088435374,0.002062068124116148,0.013157894736842105,0.002849002849002849
89,0.005291005291005291,0.006891434356461729,0.006779738922596066,0.0020575856215039375,0.013157894736842105,0.002849002849002849
90,0.005235602094240838,0.006873238397536225,0.006756756756756757,0.0020535172830931257,0.013157894736842105,0.002849002849002849
91,0.008130081300813009,0.006886899733441408,0.006779738922596066,0.002046480032192586,0.013157894736842105,0.002849002849002849
92,0.00847457627118644,0.006903971524169848,0.006802721088435374,0.0020420236124557684,0.013157894736842105,0.002849002849002849
93,0.007518796992481203,0.0069105122206412455,0.006802721088435374,0.002032111911905087,0.013157894736842105,0.002849002849002849
94,0.0035842293906810036,0.006875498717167979,0.006802721088435374,0.0020496949759340544,0.013157894736842105,0.002849002849002849
95,0.0045871559633027525,0.006851661813481884,0.006779738922596066,0.0020521854903127732,0.013157894736842105,0.002849002849002849
96,0.008403361344537815,0.006867658715863903,0.006802721088435374,0.0020475875082118897,0.013157894736842105,0.002849002849002849
97,0.00641025641025641,0.00686299134539852,0.006779738922596066,0.002037632426071745,0.013157894736842105,0.002849002849002849
98,0.010752688172043012,0.0069022812123343226,0.006802721088435374,0.002064288989788433,0.013157894736842105,0.002849002849002849
99,0.005263157894736842,0.006885889979158348,0.006779738922596066,0.002060406446069809,0.013157894736842105,0.002849002849002849
