episode,length,time,reward,delta
0,500.0,0.038281000000097265,0.0,0.0
1,500.0,0.027273000000604952,0.0,0.0
2,500.0,0.027027000000089174,0.0,0.0
3,500.0,0.02782000000024709,0.0,0.0
4,500.0,0.027647999999317108,0.0,0.0
5,500.0,0.03040899999996327,0.0,0.0
6,500.0,0.028091000000131316,0.0,0.0
7,500.0,0.026822000000720436,0.0,0.0
8,500.0,0.026720999999270134,0.0,0.0
9,500.0,0.026539999999840802,0.0,0.0
10,500.0,0.03037399999993795,0.0,0.0
11,500.0,0.02777700000024197,0.0,0.0
12,500.0,0.027508999999554362,0.0,0.0
13,500.0,0.028615999999601627,0.0,0.0
14,500.0,0.027347000000190747,0.0,0.0
15,500.0,0.0371049999994284,0.0,0.0
16,500.0,0.028537999999571184,0.0,0.0
17,500.0,0.027082999999947788,0.0,0.0
18,500.0,0.02731000000039785,0.0,0.0
19,500.0,0.026968000000124448,0.0,0.0
20,500.0,0.02734099999997852,0.0,0.0
21,500.0,0.027441000000180793,0.0,0.0
22,500.0,0.026917000000139524,0.0,0.0
23,500.0,0.02829600000040955,0.0,0.0
24,500.0,0.027049000000261003,0.0,0.0
25,500.0,0.026812000000063563,0.0,0.0
26,500.0,0.027277000000140106,0.0,0.0
27,500.0,0.026995999999599007,0.0,0.0
28,500.0,0.02718800000002375,0.0,0.0
29,500.0,0.02733799999987241,0.0,0.0
30,500.0,0.026627000000189582,0.0,0.0
31,500.0,0.02667199999996228,0.0,0.0
32,500.0,0.02655700000013894,0.0,0.0
33,500.0,0.027893999999832886,0.0,0.0
34,500.0,0.02715600000010454,0.0,0.0
35,500.0,0.027417999999670428,0.0,0.0
36,500.0,0.0269189999999071,0.0,0.0
37,500.0,0.02779599999939819,0.0,0.0
38,500.0,0.029475999999704072,0.0,0.0
39,500.0,0.02686199999970995,0.0,0.0
40,500.0,0.028637999999773456,0.0,0.0
41,500.0,0.02841100000023289,0.0,0.0
42,500.0,0.027117000000544067,0.0,0.0
43,500.0,0.02894899999955669,0.0,0.0
44,500.0,0.027511999999660475,0.0,0.0
45,500.0,0.02740899999935209,0.0,0.0
46,500.0,0.028097999999772583,0.0,0.0
47,500.0,0.027648999999655643,0.0,0.0
48,500.0,0.027145000000018626,0.0,0.0
49,500.0,0.0300520000000688,0.0,0.0
50,500.0,0.03191199999946548,0.0,0.0
51,500.0,0.030595000000175787,0.0,0.0
52,500.0,0.02933599999960279,0.0,0.0
53,500.0,0.02951200000006793,0.0,0.0
54,500.0,0.029884999999922,0.0,0.0
55,500.0,0.033989999999903375,0.0,0.0
56,500.0,0.02780799999982264,0.0,0.0
57,500.0,0.030980999999883352,0.0,0.0
58,500.0,0.028530999999929918,0.0,0.0
59,500.0,0.027382999999645108,0.0,0.0
60,500.0,0.030789999999797146,0.0,0.0
61,500.0,0.02879099999972823,0.0,0.0
62,500.0,0.0297260000006645,0.0,0.0
63,500.0,0.02751299999999901,0.0,0.0
64,500.0,0.02776799999992363,0.0,0.0
65,500.0,0.026939999999740394,0.0,0.0
66,500.0,0.026700999999775377,0.0,0.0
67,500.0,0.028205000000525615,0.0,0.0
68,500.0,0.02704600000015489,0.0,0.0
69,500.0,0.02900099999988015,0.0,0.0
70,500.0,0.029923000000053435,0.0,0.0
71,500.0,0.027014999999664724,0.0,0.0
72,500.0,0.027255999999397318,0.0,0.0
73,500.0,0.027127999999720487,0.0,0.0
74,500.0,0.02704600000015489,0.0,0.0
75,500.0,0.028122000000621483,0.0,0.0
76,500.0,0.029642999999850872,0.0,0.0
77,500.0,0.027441000000180793,0.0,0.0
78,500.0,0.028489999999692373,0.0,0.0
79,500.0,0.02773099999922124,0.0,0.0
80,500.0,0.029324000000087835,0.0,0.0
81,500.0,0.027171000000635104,0.0,0.0
82,500.0,0.026898000000073807,0.0,0.0
83,500.0,0.029082999999445747,0.0,0.0
84,500.0,0.02982999999949243,0.0,0.0
85,500.0,0.030015999999704945,0.0,0.0
86,500.0,0.02830699999958597,0.0,0.0
87,500.0,0.027635999999802152,0.0,0.0
88,500.0,0.028822999999647436,0.0,0.0
89,500.0,0.02811999999994441,0.0,0.0
90,500.0,0.029117000000042026,0.0,0.0
91,500.0,0.029176000000006752,0.0,0.0
92,500.0,0.02849900000001071,0.0,0.0
93,500.0,0.029576999999335385,0.0,0.0
94,500.0,0.028310999999121123,0.0,0.0
95,500.0,0.03081599999950413,0.0,0.0
96,500.0,0.027802999999948952,0.0,0.0
97,500.0,0.029768999999760126,0.0,0.0
98,500.0,0.027740999999878113,0.0,0.0
99,500.0,0.030667999999423046,0.0,0.0
100,500.0,0.027632000000267,0.0,0.0
101,500.0,0.02991900000051828,0.0,0.0
102,500.0,0.02935399999932997,0.0,0.0
103,500.0,0.029736000000411877,0.0,0.0
104,500.0,0.028449999999793363,0.0,0.0
105,500.0,0.02955999999994674,0.0,0.0
106,500.0,0.030103000000053726,0.0,0.0
107,500.0,0.02694699999938166,0.0,0.0
108,500.0,0.02699300000040239,0.0,0.0
109,500.0,0.026644999999916763,0.0,0.0
110,500.0,0.027985000000626314,0.0,0.0
111,500.0,0.03147499999977299,0.0,0.0
112,500.0,0.030262999999649765,0.0,0.0
113,500.0,0.027044999999816355,0.0,0.0
114,500.0,0.026947000000291155,0.0,0.0
115,500.0,0.026730000000497967,0.0,0.0
116,500.0,0.030434000000241213,0.0,0.0
117,500.0,0.026649999999790452,0.0,0.0
118,500.0,0.026662000000214903,0.0,0.0
119,500.0,0.026407999999719323,0.0,0.0
120,500.0,0.026714999999967404,0.0,0.0
121,500.0,0.02667600000040693,0.0,0.0
122,500.0,0.02650999999968917,0.0,0.0
123,500.0,0.026499999999941792,0.0,0.0
124,500.0,0.026383999999779917,0.0,0.0
125,500.0,0.030262000000220723,0.0,0.0
126,500.0,0.03058000000055472,0.0,0.0
127,500.0,0.0274280000003273,0.0,0.0
128,500.0,0.026899999999841384,0.0,0.0
129,500.0,0.029548999999860825,0.0,0.0
130,500.0,0.029550999999628402,0.0,0.0
131,500.0,0.026577999999972235,0.0,0.0
132,500.0,0.026747999999315653,0.0,0.0
133,500.0,0.026847000000088883,0.0,0.0
134,500.0,0.02679900000021007,0.0,0.0
135,500.0,0.02715600000010454,0.0,0.0
136,500.0,0.02919000000019878,0.0,0.0
137,500.0,0.026707999999416643,0.0,0.0
138,500.0,0.02795200000036857,0.0,0.0
139,500.0,0.028841999999713153,0.0,0.0
140,500.0,0.02870699999948556,0.0,0.0
141,500.0,0.027041999999710242,0.0,0.0
142,500.0,0.027562000000216358,0.0,0.0
143,500.0,0.028849999999692955,0.0,0.0
144,500.0,0.027449000000160595,0.0,0.0
145,500.0,0.02694699999938166,0.0,0.0
146,500.0,0.02705599999990227,0.0,0.0
147,500.0,0.02693399999952817,0.0,0.0
148,500.0,0.02711300000009942,0.0,0.0
149,500.0,0.026752999999189342,0.0,0.0
150,500.0,0.027930999999625783,0.0,0.0
151,500.0,0.027102000000013504,0.0,0.0
152,500.0,0.027176999999937834,0.0,0.0
153,500.0,0.026939999999740394,0.0,0.0
154,500.0,0.026687999999921885,0.0,0.0
155,500.0,0.02685600000040722,0.0,0.0
156,500.0,0.026745999999548076,0.0,0.0
157,500.0,0.026877999999669555,0.0,0.0
158,500.0,0.026781999999911932,0.0,0.0
159,500.0,0.026797999999871536,0.0,0.0
160,500.0,0.026856999999836262,0.0,0.0
161,500.0,0.02693800000088231,0.0,0.0
162,500.0,0.026555999999800406,0.0,0.0
163,500.0,0.02798700000039389,0.0,0.0
