,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.987551212310791,0.1963931678802311,0.005053663253784179,0.0004856093465459046,relu,0.1,"(50, 50)",0.001,"{'NN__activation': 'relu', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'NN__learning_rate_init': 0.001}",0.5,0.5139112903225806,0.5,0.5,0.49999999999999994,0.5027830532225797,0.005565112408818791,1,0.49999999999999994,0.5311478922952801,0.49999999999999983,0.5025199173053649,0.5,0.506733561920129,0.01224611691111264
