,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.925901460647583,0.25835256842443394,0.0034920692443847655,0.000684483030335145,relu,0.1,"(50, 50)",0.001,"{'NN__activation': 'relu', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'NN__learning_rate_init': 0.001}",0.43342776203966005,0.450625869262865,0.6022031823745412,0.4862637362637362,0.5146709499355249,0.49743337495384204,0.05948259998607621,1,0.46896894127569333,0.5419180026450713,0.6499620034183897,0.46995143135876416,0.5490196078431373,0.5359639973082112,0.06640397719883596
