,0,1,2,3,4,5,6,7,8,9
2,0.45446197587152104,0.44695316209037106,0.43863554544486655,0.5465942945333954,0.3767570302350005,0.3729233037611235,0.4119461104635975,0.4237957188647631,0.39485979440201946,0.2830522389437626
3,0.5795004149958572,0.50786779719766,0.4894575577211275,0.6055990530389838,0.4400380311416618,0.4312014939392913,0.5138599165893728,0.5402424017644113,0.48750139201842574,0.37656875356726094
4,0.6213583111634918,0.5537702303469023,0.5689978376223042,0.6648326690512597,0.5014794201850569,0.48670219622992633,0.580022243949787,0.5792080058426748,0.5170231803189539,0.5008186054854705
5,0.7120570787325414,0.5837491881326505,0.6299575629443451,0.6691001385170664,0.5929798692595786,0.5604084052097561,0.6529123835525521,0.632737010066759,0.5833166862169545,0.5279533416868292
6,0.7213642071211522,0.6071737473978158,0.6636091194825264,0.6699863216706077,0.6301480756249274,0.5596778499256201,0.6929638666920002,0.6492798358233557,0.6300716032419019,0.649416273481236
7,0.7623140786837187,0.6613297675216081,0.6902335054068484,0.6939249443444113,0.6712558042998672,0.6206832881903928,0.7337105532383587,0.6398964909676531,0.6814578093274946,0.6692532890731495
8,0.8092180330607269,0.7227280309768649,0.7218420851889797,0.7290315111509688,0.6765712206521983,0.6504440566529761,0.786574751665756,0.6779397238689528,0.6929194080791308,0.7038097907731428
9,0.8047136058828915,0.7492121102480288,0.7579970213396496,0.7621497689021897,0.7234903954524068,0.6903113009243496,0.8014427138748981,0.7207126640449566,0.698058602934374,0.7183956788908737
10,0.8165961541493215,0.7608451484072111,0.789017502270863,0.7850695961239189,0.7222608013471504,0.6874885744938624,0.809325730722092,0.7407150184053246,0.7288715901672468,0.7516983184015471
15,0.8426849116785406,0.8402679774509326,0.8710713500840065,0.837160406245,0.8499077716068855,0.7568054069852023,0.8466431224298634,0.8174656389586478,0.8150218123325981,0.8347256441882005
20,0.8780117573919851,0.9001819322117761,0.9029356376311641,0.8833630459418826,0.9096148925912656,0.8202037362813098,0.8788288659673837,0.8704535717243697,0.8716858873983896,0.8629200588924684
25,0.9089713801244617,0.9082883486846836,0.9149329558977221,0.9110569422290656,0.9121007386127632,0.8732569021543094,0.9169027733959568,0.9042329682549161,0.9003188620210857,0.8851612481963617
30,0.9212956129461289,0.9209350389292282,0.9307221512031981,0.9202087167261557,0.9204877285425414,0.8920330255607861,0.9188980452834598,0.9071845744221333,0.9151455157010674,0.9049819900747792
35,0.9344744550491703,0.9340767701544337,0.9429199944175657,0.930357158593644,0.93722493124492,0.9096568464370514,0.9289879305675194,0.9125184742568612,0.9276847666236098,0.9204038659139739
40,0.9437850530854561,0.9520741038261958,0.9486987014341459,0.9411737600459377,0.9432098148399418,0.923489330916451,0.9371837986457298,0.9391305994662801,0.9353070280645567,0.9315427988370517
45,0.9402470478204097,0.9583232235898408,0.9499500363536929,0.9459118524853972,0.9559282280486234,0.9462989415356602,0.9379204327726021,0.9487515431441241,0.9404567561583536,0.9344882056221372
50,0.9423780069131497,0.9611467256625087,0.955551216003775,0.948442134161848,0.9597404816490814,0.9502368902866645,0.9437039979091008,0.9523752265183771,0.9511230958141885,0.9445428405095547
55,0.9516337319969929,0.9641072083595386,0.9636841032584917,0.9507294582970124,0.9676199404608329,0.9530897588622128,0.9481826461854916,0.9568841247259677,0.949343617560534,0.9495858777882858
60,0.9606767142935365,0.966612036527892,0.9656794936243634,0.958887411597222,0.9702878001955754,0.95868338170543,0.9587189296208128,0.9587724012800248,0.9536045205163619,0.9601755540831929
